"Harvested_Date","Mobile_id","location_id","Lot_ID","Date&Time","IP_ID","Item_Name","Quantity","Harvesting_ID","Field_ID","Date of Cooling","IP_Date","Subsequent_ID","Outbreak"
"2023-04-24",201,93,"LOT3379_IP_2023-04-24_93","2022-11-19","IP3379","Feta Cheese",701,"H3379",34,"2022-11-18","2022-11-18","R3379","no"
"2023-05-04",118,54,"LOT3380_IP_2023-05-04_54","2022-10-03","IP3380","Pepper Jack Cheese",451,"H3380",20,"2022-10-02","2022-10-02","R3380","no"
"2023-08-01",46,22,"LOT3381_IP_2023-08-01_22","2021-08-16","IP3381","Bocconcini Cheese",236,"H3381",8,"2021-08-17","2021-08-17","R3381","no"
"2023-05-06",73,34,"LOT3382_IP_2023-05-06_34","2022-09-26","IP3382"," Burrata Cheese",316,"H3382",13,"2022-09-26","2022-09-26","R3382","no"
"2023-07-10",265,122,"LOT3383_IP_2023-07-10_122","2021-11-28","IP3383","Jarlsberg Cheese",895,"H3383",44,"2021-11-29","2021-11-29","R3383","no"
"2023-05-16",26,12,"LOT3384_IP_2023-05-16_12","2022-08-10","IP3384","American Cheese",175,"H3384",5,"2022-08-10","2022-08-10","SP384","no"
"2023-05-24",4,3,"LOT3385_IP_2023-05-24_3","2022-07-04","IP3385","Blue Cheese",110,"H3385",2,"2022-07-04","2022-07-04","R3385","no"
"2023-05-13",297,137,"LOT3386_IP_2023-05-13_137","2022-08-23","IP3386","Grated Parmesan Cheese",991,"H3386",49,"2022-08-23","2022-08-23","R3386","yes"
"2023-07-16",162,75,"LOT3387_IP_2023-07-16_75","2021-10-31","IP3387","Cottage Cheese",584,"H3387",27,"2021-11-01","2021-11-01","R3387","no"
"2023-08-03",116,54,"LOT3388_IP_2023-08-03_54","2021-08-10","IP3388","Pepper Jack Cheese",446,"H3388",20,"2021-08-11","2021-08-11","R3388","no"
"2023-05-18",128,59,"LOT3389_IP_2023-05-18_59","2022-07-30","IP3389","Swiss Cheese",483,"H3389",22,"2022-07-30","2022-07-30","R3389","no"
"2023-06-20",143,66,"LOT3390_IP_2023-06-20_66","2022-02-26","IP3390","Cold_Pack Cheese",529,"H3390",24,"2022-02-27","2022-02-27","R3390","no"
"2023-05-20",40,19,"LOT3391_IP_2023-05-20_19","2022-07-21","IP3391","Asiago Cheese",218,"H3391",7,"2022-07-21","2022-07-21","R3391","no"
"2023-05-10",176,81,"LOT3392_IP_2023-05-10_81","2022-09-08","IP3392","Creame Cheese",627,"H3392",30,"2022-09-08","2022-09-08","R3392","no"
"2023-06-25",199,92,"LOT3393_IP_2023-06-25_92","2022-02-05","IP3393","Feta Cheese",697,"H3393",33,"2022-02-06","2022-02-06","R3393","no"
"2023-05-07",166,77,"LOT3394_IP_2023-05-07_77","2022-09-17","IP3394","Cottage Cheese",598,"H3394",28,"2022-09-17","2022-09-17","R3394","no"
"2023-06-11",135,62,"LOT3395_IP_2023-06-11_62","2022-04-11","IP3395","Colby Cheese",503,"H3395",23,"2022-04-11","2022-04-11","R3395","no"
"2023-06-16",286,132,"LOT3396_IP_2023-06-16_132","2022-03-20","IP3396","Monterey Jack Cheese",958,"H3396",48,"2022-03-20","2022-03-20","R3396","yes"
"2023-06-13",259,119,"LOT3397_IP_2023-06-13_119","2022-04-02","IP3397","Jarlsberg Cheese",876,"H3397",43,"2022-04-02","2022-04-02","R3397","no"
"2023-05-20",164,76,"LOT3398_IP_2023-05-20_76","2022-07-24","IP3398","Cottage Cheese",592,"H3398",28,"2022-07-23","2022-07-23","R3398","no"
"2023-06-06",80,37,"LOT3399_IP_2023-06-06_37","2022-05-05","IP3399","Camembert Cheese",338,"H3399",14,"2022-05-05","2022-05-05","R3399","no"
"2023-06-10",55,26,"LOT3400_IP_2023-06-10_26","2022-04-14","IP3400","Brie Cheese",262,"H3400",10,"2022-04-15","2022-04-15","R3400","no"
"2023-06-26",146,67,"LOT3401_IP_2023-06-26_67","2022-02-01","IP3401","Cold_Pack Cheese",535,"H3401",25,"2022-02-02","2022-02-02","R3401","no"
"2023-04-28",182,84,"LOT3402_IP_2023-04-28_84","2022-11-01","IP3402","Creame Cheese",645,"H3402",31,"2022-11-01","2022-11-01","R3402","no"
"2023-06-21",91,42,"LOT3403_IP_2023-06-21_42","2022-02-22","IP3403","Cheddar Mix Cheese",370,"H3403",16,"2022-02-22","2022-02-22","R3403","no"
"2023-04-28",263,121,"LOT3404_IP_2023-04-28_121","2022-11-01","IP3404","Jarlsberg Cheese",889,"H3404",44,"2022-10-31","2022-10-31","R3404","no"
"2023-06-29",269,124,"LOT3405_IP_2023-06-29_124","2022-01-20","IP3405","Limburger Cheese",906,"H3405",45,"2022-01-20","2022-01-20","R3405","no"
"2023-06-27",151,70,"LOT3406_IP_2023-06-27_70","2022-01-25","IP3406","Cotija Cheese",552,"H3406",26,"2022-01-26","2022-01-26","R3406","no"
"2023-03-30",90,42,"LOT3407_IP_2023-03-30_42","2023-03-15","IP3407","Cheddar Mix Cheese",368,"H3407",16,"2023-03-14","2023-03-14","R3407","no"
"2023-05-27",129,60,"LOT3408_IP_2023-05-27_60","2022-06-19","IP3408","Swiss Cheese",484,"H3408",22,"2022-06-19","2022-06-19","R3408","no"
"2023-06-28",184,85,"LOT3409_IP_2023-06-28_85","2022-01-21","IP3409","Emmental Cheese",652,"H3409",31,"2022-01-22","2022-01-22","R3409","no"
"2023-07-02",165,76,"LOT3410_IP_2023-07-02_76","2022-01-04","IP3410","Cottage Cheese",593,"H3410",28,"2022-01-05","2022-01-05","R3410","no"
"2023-05-10",91,42,"LOT3411_IP_2023-05-10_42","2022-09-07","IP3411","Cheddar Mix Cheese",371,"H3411",16,"2022-09-06","2022-09-06","R3411","no"
"2023-03-30",137,64,"LOT3412_IP_2023-03-30_64","2023-03-14","IP3412","Colby Cheese",511,"H3412",23,"2023-03-13","2023-03-13","R3412","no"
"2023-04-02",272,125,"LOT3413_IP_2023-04-02_125","2023-02-28","IP3413","Limburger Cheese",917,"H3413",45,"2023-02-27","2023-02-27","R3413","yes"
"2023-07-18",253,117,"LOT3414_IP_2023-07-18_117","2021-10-21","IP3414","Havati Cheese",860,"H3414",42,"2021-10-21","2021-10-21","R3414","no"
"2023-07-01",216,100,"LOT3415_IP_2023-07-01_100","2022-01-06","IP3415","Farmer Made Organic Cheese",747,"H3415",36,"2022-01-07","2022-01-07","R3415","no"
"2023-07-23",186,86,"LOT3416_IP_2023-07-23_86","2021-09-29","IP3416","Emmental Cheese",655,"H3416",31,"2021-09-29","2021-09-29","R3416","no"
"2023-05-15",156,72,"LOT3417_IP_2023-05-15_72","2022-08-12","IP3417","Cotija Cheese",567,"H3417",26,"2022-08-12","2022-08-12","R3417","no"
"2023-07-03",210,97,"LOT3418_IP_2023-07-03_97","2021-12-31","IP3418","Gorgonzola Cheese",728,"H3418",35,"2022-01-01","2022-01-01","R3418","no"
"2023-07-11",150,69,"LOT3419_IP_2023-07-11_69","2021-11-21","IP3419","Cold_Pack Cheese",548,"H3419",25,"2021-11-22","2021-11-22","R3419","no"
"2023-06-08",123,57,"LOT3420_IP_2023-06-08_57","2022-04-25","IP3420","Swiss Cheese",467,"H3420",21,"2022-04-25","2022-04-25","R3420","no"
"2023-07-30",298,137,"LOT3421_IP_2023-07-30_137","2021-08-28","IP3421","Grated Parmesan Cheese",993,"H3421",50,"2021-08-29","2021-08-29","R3421","yes"
"2023-05-15",200,92,"LOT3422_IP_2023-05-15_92","2022-08-11","IP3422","Feta Cheese",700,"H3422",34,"2022-08-11","2022-08-11","R3422","no"
"2023-03-29",237,109,"LOT3423_IP_2023-03-29_109","2023-03-17","IP3423","Gruyere Cheese",811,"H3423",40,"2023-03-17","2023-03-17","R3423","no"
"2023-05-04",73,34,"LOT3424_IP_2023-05-04_34","2022-10-01","IP3424"," Burrata Cheese",316,"H3424",13,"2022-10-01","2022-10-01","R3424","no"
"2023-05-09",210,97,"LOT3425_IP_2023-05-09_97","2022-09-11","IP3425","Gorgonzola Cheese",728,"H3425",35,"2022-09-10","2022-09-10","R3425","no"
"2023-06-21",109,50,"LOT3426_IP_2023-06-21_50","2022-02-26","IP3426","Pepper Jack Cheese",424,"H3426",19,"2022-02-26","2022-02-26","R3426","no"
"2023-04-08",250,115,"LOT3427_IP_2023-04-08_115","2023-02-02","IP3427","Havati Cheese",850,"H3427",42,"2023-02-01","2023-02-01","R3427","no"
"2023-06-06",17,8,"LOT3428_IP_2023-06-06_8","2022-05-03","IP3428","Mozarilla Cheese",147,"H3428",4,"2022-05-03","2022-05-03","R3428","no"
"2023-07-31",291,134,"LOT3429_IP_2023-07-31_134","2021-08-23","IP3429","Grated Parmesan Cheese",972,"H3429",48,"2021-08-24","2021-08-24","R3429","yes"
"2023-05-09",245,113,"LOT3430_IP_2023-05-09_113","2022-09-09","IP3430","Gruyere Cheese",833,"H3430",41,"2022-09-08","2022-09-08","R3430","no"
"2023-04-15",108,50,"LOT3431_IP_2023-04-15_50","2023-01-01","IP3431","Pepper Jack Cheese",422,"H3431",19,"2023-01-01","2023-01-01","R3431","no"
"2023-06-05",98,46,"LOT3432_IP_2023-06-05_46","2022-05-08","IP3432","Cheese Curds Cheese",393,"H3432",17,"2022-05-08","2022-05-08","R3432","no"
"2023-05-28",270,124,"LOT3433_IP_2023-05-28_124","2022-06-12","IP3433","Limburger Cheese",909,"H3433",45,"2022-06-12","2022-06-12","R3433","no"
"2023-07-15",4,2,"LOT3434_IP_2023-07-15_2","2021-11-06","IP3434","Blue Cheese",108,"H3434",1,"2021-11-07","2021-11-07","R3434","no"
"2023-07-24",224,103,"LOT3435_IP_2023-07-24_103","2021-09-26","IP3435","Farmer Made Organic Cheese",771,"H3435",38,"2021-09-26","2021-09-26","R3435","no"
"2023-07-24",152,70,"LOT3436_IP_2023-07-24_70","2021-09-24","IP3436","Cotija Cheese",556,"H3436",26,"2021-09-25","2021-09-25","R3436","no"
"2023-08-04",74,34,"LOT3437_IP_2023-08-04_34","2021-08-05","IP3437"," Burrata Cheese",319,"H3437",13,"2021-08-06","2021-08-06","R3437","no"
"2023-06-02",242,112,"LOT3438_IP_2023-06-02_112","2022-05-24","IP3438","Gruyere Cheese",827,"H3438",41,"2022-05-24","2022-05-24","R3438","no"
"2023-05-08",97,45,"LOT3439_IP_2023-05-08_45","2022-09-15","IP3439","Cheddar Mix Cheese",389,"H3439",17,"2022-09-15","2022-09-15","R3439","no"
"2023-05-30",140,65,"LOT3440_IP_2023-05-30_65","2022-06-03","IP3440","Cold_Pack Cheese",518,"H3440",24,"2022-06-03","2022-06-03","R3440","no"
"2023-06-09",177,82,"LOT3441_IP_2023-06-09_82","2022-04-19","IP3441","Creame Cheese",629,"H3441",30,"2022-04-19","2022-04-19","R3441","no"
"2023-04-27",138,64,"LOT3442_IP_2023-04-27_64","2022-11-05","IP3442","Colby Cheese",512,"H3442",23,"2022-11-05","2022-11-05","R3442","no"
"2023-06-26",184,85,"LOT3443_IP_2023-06-26_85","2022-02-02","IP3443","Emmental Cheese",651,"H3443",31,"2022-02-03","2022-02-03","R3443","no"
"2023-04-05",242,112,"LOT3444_IP_2023-04-05_112","2023-02-13","IP3444","Gruyere Cheese",826,"H3444",41,"2023-02-12","2023-02-12","R3444","no"
"2023-07-12",111,51,"LOT3445_IP_2023-07-12_51","2021-11-19","IP3445","Pepper Jack Cheese",430,"H3445",19,"2021-11-20","2021-11-20","R3445","no"
"2023-07-02",162,75,"LOT3446_IP_2023-07-02_75","2022-01-06","IP3446","Cottage Cheese",586,"H3446",27,"2022-01-06","2022-01-06","R3446","no"
"2023-06-20",54,25,"LOT3447_IP_2023-06-20_25","2022-03-02","IP3447","Bocconcini Cheese",259,"H3447",10,"2022-03-02","2022-03-02","R3447","no"
"2023-05-17",176,81,"LOT3448_IP_2023-05-17_81","2022-08-05","IP3448","Creame Cheese",627,"H3448",30,"2022-08-04","2022-08-04","R3448","no"
"2023-06-07",188,87,"LOT3449_IP_2023-06-07_87","2022-05-01","IP3449","Emmental Cheese",662,"H3449",32,"2022-05-01","2022-05-01","R3449","no"
"2023-07-21",47,22,"LOT3450_IP_2023-07-21_22","2021-10-10","IP3450","Bocconcini Cheese",238,"H3450",9,"2021-10-11","2021-10-11","R3450","no"
"2023-04-25",168,77,"LOT3451_IP_2023-04-25_77","2022-11-13","IP3451","Cottage Cheese",603,"H3451",28,"2022-11-12","2022-11-12","R3451","no"
"2023-04-02",50,23,"LOT3452_IP_2023-04-02_23","2023-02-28","IP3452","Bocconcini Cheese",247,"H3452",9,"2023-02-27","2023-02-27","R3452","no"
"2023-04-14",117,54,"LOT3453_IP_2023-04-14_54","2023-01-04","IP3453","Pepper Jack Cheese",449,"H3453",20,"2023-01-04","2023-01-04","R3453","no"
"2023-07-23",3,2,"LOT3454_IP_2023-07-23_2","2021-10-01","IP3454","Blue Cheese",107,"H3454",1,"2021-10-02","2021-10-02","R3454","no"
"2023-06-04",89,41,"LOT3455_IP_2023-06-04_41","2022-05-14","IP3455","Cheddar Mix Cheese",365,"H3455",15,"2022-05-14","2022-05-14","R3455","no"
"2023-03-29",239,110,"LOT3456_IP_2023-03-29_110","2023-03-20","IP3456","Gruyere Cheese",816,"H3456",40,"2023-03-20","2023-03-20","R3456","no"
"2023-06-18",113,52,"LOT3457_IP_2023-06-18_52","2022-03-11","IP3457","Pepper Jack Cheese",438,"H3457",19,"2022-03-11","2022-03-11","R3457","no"
"2023-05-09",288,133,"LOT3458_IP_2023-05-09_133","2022-09-11","IP3458","Monterey Jack Cheese",965,"H3458",48,"2022-09-11","2022-09-11","R3458","yes"
"2023-05-10",127,59,"LOT3459_IP_2023-05-10_59","2022-09-04","IP3459","Swiss Cheese",480,"H3459",22,"2022-09-04","2022-09-04","R3459","no"
"2023-08-03",233,107,"LOT3460_IP_2023-08-03_107","2021-08-08","IP3460","Halloumi Cheese",800,"H3460",39,"2021-08-09","2021-08-09","R3460","no"
"2023-04-21",104,48,"LOT3461_IP_2023-04-21_48","2022-12-01","IP3461","Cheese Curds Cheese",409,"H3461",18,"2022-11-30","2022-11-30","R3461","no"
"2023-04-02",170,78,"LOT3462_IP_2023-04-02_78","2023-03-01","IP3462","Cottage Cheese",609,"H3462",29,"2023-02-28","2023-02-28","R3462","no"
"2023-07-29",249,115,"LOT3463_IP_2023-07-29_115","2021-08-30","IP3463","Havati Cheese",847,"H3463",42,"2021-08-31","2021-08-31","R3463","no"
"2023-05-14",255,118,"LOT3464_IP_2023-05-14_118","2022-08-19","IP3464","Havati Cheese",866,"H3464",43,"2022-08-18","2022-08-18","R3464","no"
"2023-04-18",222,102,"LOT3465_IP_2023-04-18_102","2022-12-17","IP3465","Farmer Made Organic Cheese",764,"H3465",37,"2022-12-17","2022-12-17","R3465","no"
"2023-07-07",24,12,"LOT3466_IP_2023-07-07_12","2021-12-13","IP3466","American Cheese",170,"H3466",5,"2021-12-13","2021-12-13","SP466","no"
"2023-04-24",275,126,"LOT3467_IP_2023-04-24_126","2022-11-16","IP3467","Limburger Cheese",923,"H3467",46,"2022-11-16","2022-11-16","R3467","yes"
"2023-05-07",278,128,"LOT3468_IP_2023-05-07_128","2022-09-18","IP3468","Limburger Cheese",934,"H3468",46,"2022-09-17","2022-09-17","R3468","yes"
"2023-06-17",150,69,"LOT3469_IP_2023-06-17_69","2022-03-12","IP3469","Cold_Pack Cheese",549,"H3469",25,"2022-03-12","2022-03-12","R3469","no"
"2023-06-17",141,65,"LOT3470_IP_2023-06-17_65","2022-03-14","IP3470","Cold_Pack Cheese",522,"H3470",24,"2022-03-15","2022-03-15","R3470","no"
"2023-04-05",136,63,"LOT3471_IP_2023-04-05_63","2023-02-16","IP3471","Colby Cheese",505,"H3471",23,"2023-02-15","2023-02-15","R3471","no"
"2023-06-09",27,13,"LOT3472_IP_2023-06-09_13","2022-04-20","IP3472","American Cheese",177,"H3472",5,"2022-04-20","2022-04-20","SP472","no"
"2023-07-20",238,110,"LOT3473_IP_2023-07-20_110","2021-10-12","IP3473","Gruyere Cheese",815,"H3473",40,"2021-10-13","2021-10-13","R3473","no"
"2023-05-19",287,132,"LOT3474_IP_2023-05-19_132","2022-07-27","IP3474","Monterey Jack Cheese",961,"H3474",48,"2022-07-26","2022-07-26","R3474","yes"
"2023-05-31",78,36,"LOT3475_IP_2023-05-31_36","2022-06-01","IP3475","Camembert Cheese",332,"H3475",14,"2022-06-01","2022-06-01","R3475","no"
"2023-04-17",75,35,"LOT3476_IP_2023-04-17_35","2022-12-21","IP3476"," Burrata Cheese",322,"H3476",13,"2022-12-21","2022-12-21","R3476","no"
"2023-06-30",49,23,"LOT3477_IP_2023-06-30_23","2022-01-12","IP3477","Bocconcini Cheese",245,"H3477",9,"2022-01-13","2022-01-13","R3477","no"
"2023-04-21",211,97,"LOT3478_IP_2023-04-21_97","2022-12-01","IP3478","Gorgonzola Cheese",731,"H3478",35,"2022-11-30","2022-11-30","R3478","no"
"2023-05-17",81,37,"LOT3479_IP_2023-05-17_37","2022-08-05","IP3479","Camembert Cheese",340,"H3479",14,"2022-08-05","2022-08-05","R3479","no"
"2023-07-27",255,118,"LOT3480_IP_2023-07-27_118","2021-09-08","IP3480","Havati Cheese",866,"H3480",43,"2021-09-09","2021-09-09","R3480","no"
"2023-07-28",23,11,"LOT3481_IP_2023-07-28_11","2021-09-05","IP3481","American Cheese",166,"H3481",5,"2021-09-06","2021-09-06","SP481","no"
"2023-06-16",108,50,"LOT3482_IP_2023-06-16_50","2022-03-18","IP3482","Cheese Curds Cheese",421,"H3482",18,"2022-03-18","2022-03-18","R3482","no"
"2023-04-23",247,114,"LOT3483_IP_2023-04-23_114","2022-11-23","IP3483","Havati Cheese",842,"H3483",41,"2022-11-22","2022-11-22","R3483","no"
"2023-03-29",123,57,"LOT3484_IP_2023-03-29_57","2023-03-20","IP3484","Swiss Cheese",468,"H3484",21,"2023-03-19","2023-03-19","R3484","no"
"2023-05-01",57,27,"LOT3485_IP_2023-05-01_27","2022-10-15","IP3485","Brie Cheese",269,"H3485",10,"2022-10-15","2022-10-15","R3485","no"
"2023-07-08",107,49,"LOT3486_IP_2023-07-08_49","2021-12-07","IP3486","Cheese Curds Cheese",418,"H3486",18,"2021-12-08","2021-12-08","R3486","no"
"2023-04-09",191,88,"LOT3487_IP_2023-04-09_88","2023-01-29","IP3487","Emmental Cheese",673,"H3487",32,"2023-01-28","2023-01-28","R3487","no"
"2023-06-10",235,108,"LOT3488_IP_2023-06-10_108","2022-04-17","IP3488","Halloumi Cheese",805,"H3488",39,"2022-04-17","2022-04-17","R3488","no"
"2023-03-31",191,88,"LOT3489_IP_2023-03-31_88","2023-03-11","IP3489","Emmental Cheese",673,"H3489",32,"2023-03-10","2023-03-10","R3489","no"
"2023-05-31",274,126,"LOT3490_IP_2023-05-31_126","2022-05-30","IP3490","Limburger Cheese",922,"H3490",46,"2022-05-30","2022-05-30","R3490","yes"
"2023-04-13",177,82,"LOT3491_IP_2023-04-13_82","2023-01-07","IP3491","Creame Cheese",629,"H3491",30,"2023-01-06","2023-01-06","R3491","no"
"2023-04-08",189,87,"LOT3492_IP_2023-04-08_87","2023-01-30","IP3492","Emmental Cheese",665,"H3492",32,"2023-01-29","2023-01-29","R3492","no"
"2023-06-08",157,73,"LOT3493_IP_2023-06-08_73","2022-04-22","IP3493","Cotija Cheese",571,"H3493",27,"2022-04-22","2022-04-22","R3493","no"
"2023-06-03",11,6,"LOT3494_IP_2023-06-03_6","2022-05-19","IP3494","Blue Cheese",130,"H3494",3,"2022-05-19","2022-05-19","R3494","no"
"2023-05-14",228,105,"LOT3495_IP_2023-05-14_105","2022-08-17","IP3495","Halloumi Cheese",784,"H3495",38,"2022-08-16","2022-08-16","R3495","no"
"2023-06-29",146,67,"LOT3496_IP_2023-06-29_67","2022-01-18","IP3496","Cold_Pack Cheese",536,"H3496",25,"2022-01-18","2022-01-18","R3496","no"
"2023-06-06",139,64,"LOT3497_IP_2023-06-06_64","2022-05-05","IP3497","Colby Cheese",517,"H3497",24,"2022-05-05","2022-05-05","R3497","no"
"2023-04-17",254,117,"LOT3498_IP_2023-04-17_117","2022-12-20","IP3498","Havati Cheese",862,"H3498",43,"2022-12-19","2022-12-19","R3498","no"
"2023-06-01",120,55,"LOT3499_IP_2023-06-01_55","2022-05-27","IP3499","Swiss Cheese",457,"H3499",20,"2022-05-27","2022-05-27","R3499","no"
"2023-05-06",211,97,"LOT3500_IP_2023-05-06_97","2022-09-26","IP3500","Gorgonzola Cheese",731,"H3500",35,"2022-09-25","2022-09-25","R3500","no"
"2023-05-28",110,51,"LOT3501_IP_2023-05-28_51","2022-06-14","IP3501","Pepper Jack Cheese",427,"H3501",19,"2022-06-14","2022-06-14","R3501","no"
"2023-08-04",30,14,"LOT3502_IP_2023-08-04_14","2021-08-06","IP3502","American Cheese",188,"H3502",6,"2021-08-07","2021-08-07","SP502","no"
"2023-04-13",63,29,"LOT3503_IP_2023-04-13_29","2023-01-10","IP3503","Brie Cheese",286,"H3503",11,"2023-01-09","2023-01-09","R3503","no"
"2023-05-20",121,56,"LOT3504_IP_2023-05-20_56","2022-07-23","IP3504","Swiss Cheese",462,"H3504",21,"2022-07-22","2022-07-22","R3504","no"
"2023-04-08",259,119,"LOT3505_IP_2023-04-08_119","2023-02-03","IP3505","Jarlsberg Cheese",876,"H3505",43,"2023-02-02","2023-02-02","R3505","no"
"2023-04-04",208,96,"LOT3506_IP_2023-04-04_96","2023-02-19","IP3506","Gorgonzola Cheese",724,"H3506",35,"2023-02-18","2023-02-18","R3506","no"
"2023-05-02",110,51,"LOT3507_IP_2023-05-02_51","2022-10-13","IP3507","Pepper Jack Cheese",429,"H3507",19,"2022-10-13","2022-10-13","R3507","no"
"2023-07-19",155,72,"LOT3508_IP_2023-07-19_72","2021-10-17","IP3508","Cotija Cheese",563,"H3508",26,"2021-10-18","2021-10-18","R3508","no"
"2023-06-27",241,111,"LOT3509_IP_2023-06-27_111","2022-01-26","IP3509","Gruyere Cheese",824,"H3509",40,"2022-01-26","2022-01-26","R3509","no"
"2023-04-26",200,92,"LOT3510_IP_2023-04-26_92","2022-11-09","IP3510","Feta Cheese",698,"H3510",34,"2022-11-09","2022-11-09","R3510","no"
"2023-07-06",242,112,"LOT3511_IP_2023-07-06_112","2021-12-18","IP3511","Gruyere Cheese",826,"H3511",41,"2021-12-18","2021-12-18","R3511","no"
"2023-08-03",300,138,"LOT3512_IP_2023-08-03_138","2021-08-09","IP3512","Grated Parmesan Cheese",1000,"H3512",50,"2021-08-10","2021-08-10","R3512","yes"
"2023-05-10",263,121,"LOT3513_IP_2023-05-10_121","2022-09-07","IP3513","Jarlsberg Cheese",887,"H3513",44,"2022-09-07","2022-09-07","R3513","no"
"2023-06-30",56,26,"LOT3514_IP_2023-06-30_26","2022-01-11","IP3514","Brie Cheese",265,"H3514",10,"2022-01-12","2022-01-12","R3514","no"
"2023-04-12",276,127,"LOT3515_IP_2023-04-12_127","2023-01-13","IP3515","Limburger Cheese",929,"H3515",46,"2023-01-12","2023-01-12","R3515","yes"
"2023-05-23",62,29,"LOT3516_IP_2023-05-23_29","2022-07-05","IP3516","Brie Cheese",282,"H3516",11,"2022-07-05","2022-07-05","R3516","no"
"2023-04-20",19,9,"LOT3517_IP_2023-04-20_9","2022-12-06","IP3517","Mozarilla Cheese",153,"H3517",4,"2022-12-06","2022-12-06","R3517","no"
"2023-05-01",211,97,"LOT3518_IP_2023-05-01_97","2022-10-17","IP3518","Gorgonzola Cheese",731,"H3518",35,"2022-10-16","2022-10-16","R3518","no"
"2023-04-19",165,76,"LOT3519_IP_2023-04-19_76","2022-12-13","IP3519","Cottage Cheese",595,"H3519",28,"2022-12-13","2022-12-13","R3519","no"
"2023-04-01",158,73,"LOT3520_IP_2023-04-01_73","2023-03-05","IP3520","Cotija Cheese",574,"H3520",27,"2023-03-04","2023-03-04","R3520","no"
"2023-06-11",269,124,"LOT3521_IP_2023-06-11_124","2022-04-09","IP3521","Limburger Cheese",908,"H3521",45,"2022-04-09","2022-04-09","R3521","no"
"2023-06-21",197,91,"LOT3522_IP_2023-06-21_91","2022-02-24","IP3522","Feta Cheese",691,"H3522",33,"2022-02-24","2022-02-24","R3522","no"
"2023-04-28",87,40,"LOT3523_IP_2023-04-28_40","2022-10-30","IP3523","Cheddar Mix Cheese",358,"H3523",15,"2022-10-29","2022-10-29","R3523","no"
"2023-07-14",124,57,"LOT3524_IP_2023-07-14_57","2021-11-09","IP3524","Swiss Cheese",470,"H3524",21,"2021-11-09","2021-11-09","R3524","no"
"2023-07-07",181,84,"LOT3525_IP_2023-07-07_84","2021-12-10","IP3525","Creame Cheese",643,"H3525",31,"2021-12-11","2021-12-11","R3525","no"
"2023-06-12",202,93,"LOT3526_IP_2023-06-12_93","2022-04-04","IP3526","Feta Cheese",705,"H3526",34,"2022-04-04","2022-04-04","R3526","no"
"2023-04-15",123,57,"LOT3527_IP_2023-04-15_57","2022-12-29","IP3527","Swiss Cheese",468,"H3527",21,"2022-12-29","2022-12-29","R3527","no"
"2023-05-26",285,131,"LOT3528_IP_2023-05-26_131","2022-06-25","IP3528","Monterey Jack Cheese",954,"H3528",47,"2022-06-25","2022-06-25","R3528","yes"
"2023-05-26",298,137,"LOT3529_IP_2023-05-26_137","2022-06-24","IP3529","Grated Parmesan Cheese",995,"H3529",50,"2022-06-24","2022-06-24","R3529","yes"
"2023-06-10",188,87,"LOT3530_IP_2023-06-10_87","2022-04-17","IP3530","Emmental Cheese",662,"H3530",32,"2022-04-17","2022-04-17","R3530","no"
"2023-06-21",132,61,"LOT3531_IP_2023-06-21_61","2022-02-23","IP3531","Colby Cheese",495,"H3531",22,"2022-02-23","2022-02-23","R3531","no"
"2023-06-12",107,49,"LOT3532_IP_2023-06-12_49","2022-04-04","IP3532","Cheese Curds Cheese",418,"H3532",18,"2022-04-04","2022-04-04","R3532","no"
"2023-06-08",251,115,"LOT3533_IP_2023-06-08_115","2022-04-24","IP3533","Havati Cheese",851,"H3533",42,"2022-04-24","2022-04-24","R3533","no"
"2023-07-08",147,68,"LOT3534_IP_2023-07-08_68","2021-12-09","IP3534","Cold_Pack Cheese",539,"H3534",25,"2021-12-09","2021-12-09","R3534","no"
"2023-06-13",75,35,"LOT3535_IP_2023-06-13_35","2022-04-01","IP3535"," Burrata Cheese",324,"H3535",13,"2022-04-01","2022-04-01","R3535","no"
"2023-07-05",258,119,"LOT3536_IP_2023-07-05_119","2021-12-21","IP3536","Jarlsberg Cheese",873,"H3536",43,"2021-12-21","2021-12-21","R3536","no"
"2023-05-13",188,87,"LOT3537_IP_2023-05-13_87","2022-08-22","IP3537","Emmental Cheese",662,"H3537",32,"2022-08-22","2022-08-22","R3537","no"
"2023-04-14",113,52,"LOT3538_IP_2023-04-14_52","2023-01-04","IP3538","Pepper Jack Cheese",438,"H3538",19,"2023-01-03","2023-01-03","R3538","no"
"2023-04-26",245,113,"LOT3539_IP_2023-04-26_113","2022-11-11","IP3539","Gruyere Cheese",835,"H3539",41,"2022-11-10","2022-11-10","R3539","no"
"2023-05-28",180,83,"LOT3540_IP_2023-05-28_83","2022-06-13","IP3540","Creame Cheese",639,"H3540",30,"2022-06-13","2022-06-13","R3540","no"
"2023-06-17",34,16,"LOT3541_IP_2023-06-17_16","2022-03-13","IP3541","Asiago Cheese",198,"H3541",6,"2022-03-14","2022-03-14","R3541","no"
"2023-07-29",240,110,"LOT3542_IP_2023-07-29_110","2021-08-31","IP3542","Gruyere Cheese",818,"H3542",40,"2021-09-01","2021-09-01","R3542","no"
"2023-03-27",70,33,"LOT3543_IP_2023-03-27_33","2023-03-28","IP3543"," Burrata Cheese",309,"H3543",12,"2023-03-27","2023-03-27","R3543","no"
