"Date_of_Harvesting","Harvesting_id","Farmer_Name","Subsequent_ID","Initial_Packing_ID","Item_Name","Quantity","Location_ID","Field_ID","Mobile_ID","Outbreak"
"2023-01-04","H3487","Waiter for CHeese","C3487","3487","Emmental Cheese",673,88,29,191,"No"
"2022-04-03","H3488","Welcome Cheese","C3488","3488","Halloumi Cheese",805,108,35,235,"No"
"2023-02-13","H3489","Waiter for CHeese","C3489","3489","Emmental Cheese",673,88,29,191,"No"
"2022-05-15","H3490","Seige at the Cheese","C3490","3490","Limburger Cheese",922,126,41,274,"Yes"
"2022-12-14","H3491","Cheese Wheel Plaza","C3491","3491","Creame Cheese",629,82,27,177,"No"
"2023-01-05","H3492","Waiter for CHeese","C3492","3492","Emmental Cheese",665,87,29,189,"No"
"2022-04-09","H3493","Ananyas Dream land for Cheese","C3493","3493","Cotija Cheese",571,73,24,157,"No"
"2022-05-04","H3494","Bielers Cheese","C3494","3494","Blue Cheese",130,6,2,11,"No"
"2022-07-30","H3495","Asus Blue Cheese","C3495","3495","Halloumi Cheese",784,105,34,228,"No"
"2022-01-08","H3496","Aditis CheeseCake Place","C3496","3496","Cold_Pack Cheese",536,67,22,146,"No"
"2022-04-21","H3497","Carnival Cheese","C3497","3497","Colby Cheese",517,64,21,139,"No"
"2022-11-27","H3498","Gorilla Pop Dairy","C3498","3498","Havati Cheese",862,117,38,254,"Yes"
"2022-05-12","H3499","Anish's Bakery ","C3499","3499","Swiss Cheese",457,55,18,120,"No"
"2022-09-06","H3500","Stellum Cheese Museum","C3500","3500","Gorgonzola Cheese",731,97,32,211,"No"
"2022-05-29","H3501","Mary's Dairy Store","C3501","3501","Pepper Jack Cheese",427,51,17,110,"No"
"2021-08-03","H3502","Saputo Cheese USA Inc","IPH502","3502","American Cheese",188,14,5,30,"No"
"2022-12-17","H3503","Clover Hill Dairy","C3503","3503","Brie Cheese",286,29,10,63,"No"
"2022-07-06","H3504","Anish's Bakery ","C3504","3504","Swiss Cheese",462,56,19,121,"No"
"2023-01-09","H3505","Gorilla Pop Dairy","C3505","3505","Jarlsberg Cheese",876,119,39,259,"Yes"
"2023-01-25","H3506","Stellum Cheese Museum","C3506","3506","Gorgonzola Cheese",724,96,31,208,"No"
"2022-09-23","H3507","Mary's Dairy Store","C3507","3507","Pepper Jack Cheese",429,51,17,110,"No"
"2021-10-11","H3508","Ananyas Dream land for Cheese","C3508","3508","Cotija Cheese",563,72,24,155,"No"
"2022-01-16","H3509","Welcome Cheese","C3509","3509","Gruyere Cheese",824,111,36,241,"Yes"
"2022-10-19","H3510","Quit Sausage Cheese","C3510","3510","Feta Cheese",698,92,30,200,"No"
"2021-12-09","H3511","Welcome Cheese","C3511","3511","Gruyere Cheese",826,112,37,242,"Yes"
"2021-08-06","H3512","Item","C3512","3512","Item",1000,138,45,300,"Yes"
"2022-08-19","H3513","Gorilla Pop Dairy","C3513","3513","Jarlsberg Cheese",887,121,39,263,"Yes"
"2022-01-02","H3514","Caputo Brothers Creamery","C3514","3514","Brie Cheese",265,26,9,56,"No"
"2022-12-20","H3515","Seige at the Cheese","C3515","3515","Limburger Cheese",929,127,42,276,"Yes"
"2022-06-19","H3516","Clover Hill Dairy","C3516","3516","Brie Cheese",282,29,10,62,"No"
"2022-11-14","H3517","Bielers Cheese","C3517","3517","Mozarilla Cheese",153,9,4,19,"No"
"2022-09-26","H3518","Stellum Cheese Museum","C3518","3518","Gorgonzola Cheese",731,97,32,211,"No"
"2022-11-21","H3519","Traditional goat cheese pizza","C3519","3519","Cottage Cheese",595,76,25,165,"No"
"2023-02-07","H3520","Ananyas Dream land for Cheese","C3520","3520","Cotija Cheese",574,73,24,158,"No"
"2022-03-27","H3521","Popping Plaza","C3521","3521","Limburger Cheese",908,124,40,269,"Yes"
"2022-02-12","H3522","Quit Sausage Cheese","C3522","3522","Feta Cheese",691,91,30,197,"No"
"2022-10-09","H3523","waldows Cheese","C3523","3523","Cheddar Mix Cheese",358,40,14,87,"No"
"2021-11-02","H3524","Teetu Farm Cheese","C3524","3524","Swiss Cheese",470,57,19,124,"No"
"2021-12-02","H3525","Trillium Go Cheese","C3525","3525","Creame Cheese",643,84,28,181,"No"
"2022-03-22","H3526","Quit Sausage Cheese","C3526","3526","Feta Cheese",705,93,31,202,"No"
"2022-12-06","H3527","Teetu Farm Cheese","C3527","3527","Swiss Cheese",468,57,19,123,"No"
"2022-06-09","H3528","Cheese Lovers","C3528","3528","Monterey Jack Cheese",954,131,43,285,"Yes"
"2022-06-08","H3529","Item","C3529","3529","Item",995,137,45,298,"Yes"
"2022-04-04","H3530","Trillium Go Cheese","C3530","3530","Emmental Cheese",662,87,28,188,"No"
"2022-02-12","H3531","Carnival Cheese","C3531","3531","Colby Cheese",495,61,20,132,"No"
"2022-03-23","H3532","Mary's Dairy Store","C3532","3532","Cheese Curds Cheese",418,49,17,107,"No"
"2022-04-11","H3533","Nebraska Cheese Stop","C3533","3533","Havati Cheese",851,115,38,251,"Yes"
"2021-12-01","H3534","Aditis CheeseCake Place","C3534","3534","Cold_Pack Cheese",539,68,22,147,"No"
"2022-03-19","H3535","Twin Oaks Cheese","C3535","3535"," Burrata Cheese",324,35,12,75,"No"
"2021-12-12","H3536","Gorilla Pop Dairy","C3536","3536","Jarlsberg Cheese",873,119,39,258,"Yes"
"2022-08-04","H3537","Trillium Go Cheese","C3537","3537","Emmental Cheese",662,87,28,188,"No"
"2022-12-11","H3538","Anish's Bakery ","C3538","3538","Pepper Jack Cheese",438,52,18,113,"No"
"2022-10-20","H3539","Nebraska Cheese Stop","C3539","3539","Gruyere Cheese",835,113,37,245,"Yes"
"2022-05-28","H3540","Trillium Go Cheese","C3540","3540","Creame Cheese",639,83,27,180,"No"
"2022-03-01","H3541","Saputo Cheese USA Inc","C3541","3541","Asiago Cheese",198,16,6,34,"No"
"2021-08-27","H3542","Welcome Cheese","C3542","3542","Gruyere Cheese",818,110,36,240,"No"
"2023-03-01","H3543","Twin Oaks Cheese","C3543","3543"," Burrata Cheese",309,33,11,70,"No"
"2022-01-24","H3544","Carnival Cheese","C3544","3544","Colby Cheese",497,61,20,133,"No"
"2022-12-23","H3545","Asus Blue Cheese","C3545","3545","Halloumi Cheese",777,104,34,226,"No"
"2022-06-13","H3546","International Cheese Market","C3546","3546","Farmer Made Organic Cheese",771,103,34,224,"No"
"2022-01-11","H3547","The Flash Creamery","C3547","3547","Cheese Curds Cheese",399,47,16,100,"No"
"2022-03-17","H3548","Welcome Cheese","C3548","3548","Halloumi Cheese",804,108,35,235,"No"
"2023-02-26","H3549","Twin Oaks Cheese","C3549","3549"," Burrata Cheese",310,33,11,71,"No"
"2021-12-16","H3550","Nebraska Cheese Stop","C3550","3550","Havati Cheese",852,115,38,251,"Yes"
"2022-04-20","H3551","Mary's Dairy Store","C3551","3551","Pepper Jack Cheese",432,52,17,111,"No"
"2021-10-04","H3552","Welcome Cheese","C3552","3552","Gruyere Cheese",812,109,36,238,"No"
"2022-05-23","H3553","Cheese Wheel Plaza","C3553","3553","Cottage Cheese",609,78,26,170,"No"
"2022-04-02","H3554","Teetu Farm Cheese","C3554","3554","Colby Cheese",489,60,20,130,"No"
"2022-01-16","H3555","Carnival Cheese","C3555","3555","Colby Cheese",509,63,21,137,"No"
"2021-09-20","H3556","Quit Sausage Cheese","C3556","3556","Gorgonzola Cheese",716,95,31,206,"No"
"2022-03-27","H3557","Welcome Cheese","C3557","3557","Halloumi Cheese",803,108,35,235,"No"
"2022-01-30","H3558","Mary's Dairy Store","C3558","3558","Cheese Curds Cheese",418,49,17,106,"No"
"2021-12-24","H3559","The Great Cheese","C3559","3559","Bocconcini Cheese",232,21,7,45,"No"
"2023-01-21","H3560","Caputo Brothers Creamery","C3560","3560","Bocconcini Cheese",256,25,9,53,"No"
"2022-06-10","H3561","waldows Cheese","C3561","3561","Camembert Cheese",354,40,13,85,"No"
"2022-10-18","H3562","Aditis CheeseCake Place","C3562","3562","Cold_Pack Cheese",532,67,22,145,"No"
"2021-09-09","H3563","Teetu Farm Cheese","C3563","3563","Swiss Cheese",467,57,19,123,"No"
"2023-01-23","H3564","Mary's Dairy Store","C3564","3564","Pepper Jack Cheese",428,51,17,110,"No"
"2022-01-08","H3565","Welcome Cheese","C3565","3565","Gruyere Cheese",831,112,37,244,"Yes"
"2022-03-03","H3566","Anish's Bakery ","C3566","3566","Pepper Jack Cheese",445,54,18,116,"No"
"2022-03-14","H3567","Mary's Dairy Store","C3567","3567","Pepper Jack Cheese",433,52,17,112,"No"
"2023-01-16","H3568","Georges Mill Farm Artisan Cheese","C3568","3568","Blue Cheese",119,4,2,7,"No"
"2022-11-05","H3569","Asus Blue Cheese","C3569","3569","Halloumi Cheese",776,104,34,226,"No"
"2022-12-13","H3570","Nebraska Cheese Stop","C3570","3570","Havati Cheese",841,114,37,247,"Yes"
"2022-07-11","H3571","Asus Blue Cheese","C3571","3571","Halloumi Cheese",790,106,35,230,"No"
"2022-07-18","H3572","waldows Cheese","C3572","3572","Cheddar Mix Cheese",367,42,14,90,"No"
"2023-02-27","H3573","Gorilla Pop Dairy","C3573","3573","Havati Cheese",868,118,39,256,"Yes"
"2022-07-21","H3574","Nebraska Cheese Stop","C3574","3574","Havati Cheese",859,116,38,253,"Yes"
"2022-01-05","H3575","Waiter for CHeese","C3575","3575","Feta Cheese",681,89,29,194,"No"
"2023-01-22","H3576","International Cheese Market","C3576","3576","Farmer Made Organic Cheese",774,104,34,225,"No"
"2021-11-19","H3577","Nebraska Cheese Stop","C3577","3577","Havati Cheese",852,115,38,251,"Yes"
"2022-12-27","H3578","Georges Mill Farm Artisan Cheese","C3578","3578","Blue Cheese",105,2,1,3,"No"
"2021-08-21","H3579","Item","C3579","3579","Item",989,136,44,296,"Yes"
"2022-08-05","H3580","Stellum Cheese Museum","C3580","3580","Gorgonzola Cheese",720,95,31,207,"No"
"2022-06-26","H3581","Twin Oaks Cheese","C3581","3581"," Burrata Cheese",314,34,11,72,"No"
"2022-03-04","H3582","Clover Hill Dairy","C3582","3582","Brie Cheese",291,30,10,65,"No"
"2023-02-04","H3583","The Great Cheese","C3583","3583","Bocconcini Cheese",239,22,8,47,"No"
"2022-07-03","H3584","Stellum Cheese Museum","C3584","3584","Gorgonzola Cheese",727,97,32,209,"No"
"2021-08-16","H3585","Welcome Cheese","C3585","3585","Gruyere Cheese",813,110,36,238,"No"
"2022-01-13","H3586","Carnival Cheese","C3586","3586","Colby Cheese",514,64,21,138,"No"
"2021-10-17","H3587","Quit Sausage Cheese","C3587","3587","Feta Cheese",693,91,30,198,"No"
"2022-12-29","H3588","Carnival Cheese","C3588","3588","Colby Cheese",498,62,20,133,"No"
"2022-06-17","H3589","The Great Cheese","C3589","3589","Bocconcini Cheese",230,21,7,44,"No"
"2022-01-30","H3590","Nebraska Cheese Stop","C3590","3590","Havati Cheese",843,114,37,248,"Yes"
"2022-06-08","H3591","Waiter for CHeese","C3591","3591","Emmental Cheese",673,88,29,191,"No"
"2022-09-03","H3592","Asus Blue Cheese","C3592","3592","Halloumi Cheese",797,107,35,232,"No"
"2022-09-21","H3593","Saputo Cheese USA Inc","C3593","3593","Asiago Cheese",212,18,6,38,"No"
"2021-12-31","H3594","Item","C3594","3594","Item",982,135,44,294,"Yes"
"2021-08-16","H3595","Ananyas Dream land for Cheese","C3595","3595","Cotija Cheese",553,70,23,152,"No"
"2021-11-26","H3596","Teetu Farm Cheese","C3596","3596","Colby Cheese",487,60,20,130,"No"
"2021-12-30","H3597","Cheese Lovers","C3597","3597","Monterey Jack Cheese",951,131,43,284,"Yes"
"2021-09-09","H3598","Aditis CheeseCake Place","C3598","3598","Cold_Pack Cheese",543,68,23,148,"No"
"2021-10-24","H3599","International Cheese Market","C3599","3599","Farmer Made Organic Cheese",764,102,33,222,"No"
"2022-06-26","H3600","Trillium Go Cheese","C3600","3600","Creame Cheese",643,84,28,181,"No"
"2022-02-23","H3601","Waiter for CHeese","C3601","3601","Emmental Cheese",667,87,29,189,"No"
"2022-09-05","H3602","Surigiva Cheese Stop","C3602","3602","Camembert Cheese",335,37,13,79,"No"
"2021-10-07","H3603","Teetu Farm Cheese","C3603","3603","Swiss Cheese",477,58,19,126,"No"
"2023-02-04","H3604","Bielers Cheese","C3604","3604","Blue Cheese",129,5,2,11,"No"
"2021-08-18","H3605","Stellum Cheese Museum","C3605","3605","Gorgonzola Cheese",725,96,32,209,"No"
"2022-07-15","H3606","Aditis CheeseCake Place","C3606","3606","Cold_Pack Cheese",534,67,22,145,"No"
"2022-11-19","H3607","The Great Cheese","C3607","3607","Asiago Cheese",214,18,7,39,"No"
"2021-11-17","H3608","Surigiva Cheese Stop","C3608","3608","Camembert Cheese",330,36,12,77,"No"
"2022-06-17","H3609","Trillium Go Cheese","C3609","3609","Emmental Cheese",651,85,28,184,"No"
"2021-12-05","H3610","Waiter for CHeese","C3610","3610","Emmental Cheese",667,87,29,189,"No"
"2022-07-23","H3611","Saputo Cheese USA Inc","IPH611","3611","American Cheese",187,14,5,30,"No"
"2022-07-22","H3612","The Great Cheese","C3612","3612","Asiago Cheese",228,21,7,44,"No"
"2023-01-11","H3613","Gorilla Pop Dairy","C3613","3613","Jarlsberg Cheese",883,120,39,261,"Yes"
"2023-01-26","H3614","Saputo Cheese USA Inc","C3614","3614","Asiago Cheese",197,16,6,33,"No"
"2022-01-04","H3615","Bielers Cheese","C3615","3615","Mozarilla Cheese",150,9,3,18,"No"
"2022-04-23","H3616","Gorilla Pop Dairy","C3616","3616","Jarlsberg Cheese",887,121,39,262,"Yes"
"2023-01-05","H3617","Aditis CheeseCake Place","C3617","3617","Cold_Pack Cheese",538,68,22,147,"No"
"2022-04-04","H3618","Mary's Dairy Store","C3618","3618","Cheese Curds Cheese",421,50,17,108,"No"
"2022-07-12","H3619","Item","C3619","3619","Item",997,138,45,299,"Yes"
"2022-12-03","H3620","Bielers Cheese","C3620","3620","Mozarilla Cheese",150,9,3,18,"No"
"2022-03-19","H3621","Stellum Cheese Museum","C3621","3621","Gorgonzola Cheese",740,98,32,213,"No"
"2022-05-26","H3622","Teetu Farm Cheese","C3622","3622","Swiss Cheese",476,58,19,126,"No"
"2022-07-30","H3623","Surigiva Cheese Stop","C3623","3623","Camembert Cheese",339,37,13,80,"No"
"2022-04-09","H3624","Asus Blue Cheese","C3624","3624","Halloumi Cheese",788,106,35,230,"No"
"2021-09-15","H3625","Twin Oaks Cheese","C3625","3625"," Burrata Cheese",320,34,12,74,"No"
"2022-04-26","H3626","Caputo Brothers Creamery","C3626","3626","Bocconcini Cheese",256,25,9,53,"No"
"2021-12-04","H3627","Stellum Cheese Museum","C3627","3627","Farmer Made Organic Cheese",747,99,33,216,"No"
"2022-08-06","H3628","Cheese Lovers","C3628","3628","Monterey Jack Cheese",958,132,43,286,"Yes"
"2021-12-14","H3629","International Cheese Market","C3629","3629","Farmer Made Organic Cheese",765,102,34,222,"No"
"2022-04-15","H3630","Asus Blue Cheese","C3630","3630","Halloumi Cheese",778,104,34,226,"No"
"2022-07-19","H3631","Anish's Bakery ","C3631","3631","Pepper Jack Cheese",451,54,18,118,"No"
"2022-11-24","H3632","Asus Blue Cheese","C3632","3632","Halloumi Cheese",777,104,34,226,"No"
"2022-10-13","H3633","Ananyas Dream land for Cheese","C3633","3633","Cotija Cheese",553,70,23,152,"No"
"2021-10-15","H3634","Gorilla Pop Dairy","C3634","3634","Jarlsberg Cheese",883,120,39,261,"Yes"
"2021-10-29","H3635","Bielers Cheese","C3635","3635","Mozarilla Cheese",146,8,3,16,"No"
"2022-10-30","H3636","Seige at the Cheese","C3636","3636","Limburger Cheese",928,127,41,276,"Yes"
"2022-02-20","H3637","The Flash Creamery","C3637","3637","Cheese Curds Cheese",400,47,16,101,"No"
"2022-11-10","H3638","Caputo Brothers Creamery","C3638","3638","Bocconcini Cheese",259,25,9,54,"No"
"2021-08-28","H3639","waldows Cheese","C3639","3639","Cheddar Mix Cheese",359,40,14,87,"No"
"2022-09-13","H3640","Popping Plaza","C3640","3640","Limburger Cheese",910,124,41,270,"Yes"
"2022-04-10","H3641","Saputo Cheese USA Inc","C3641","3641","Asiago Cheese",208,17,6,37,"No"
"2021-11-26","H3642","Saputo Cheese USA Inc","IPH642","3642","American Cheese",195,16,6,33,"No"
"2022-03-16","H3643","Twin Oaks Cheese","C3643","3643"," Burrata Cheese",315,34,11,72,"No"
"2022-02-22","H3644","Quit Sausage Cheese","C3644","3644","Feta Cheese",704,93,31,202,"No"
"2021-10-18","H3645","Teetu Farm Cheese","C3645","3645","Colby Cheese",488,60,20,130,"No"
"2022-06-06","H3646","Georges Mill Farm Artisan Cheese","C3646","3646","Blue Cheese",104,2,1,2,"No"
"2021-08-12","H3647","Seige at the Cheese","C3647","3647","Monterey Jack Cheese",941,129,42,280,"Yes"
"2022-09-16","H3648","Gorilla Pop Dairy","C3648","3648","Jarlsberg Cheese",884,120,39,261,"Yes"
"2022-04-22","H3649","Cheese Wheel Plaza","C3649","3649","Cottage Cheese",614,79,26,172,"No"
"2021-09-28","H3650","Nebraska Cheese Stop","C3650","3650","Gruyere Cheese",833,113,37,245,"Yes"
"2022-01-29","H3651","Twin Oaks Cheese","C3651","3651"," Burrata Cheese",320,34,12,74,"No"
"2022-01-08","H3652","Carnival Cheese","C3652","3652","Colby Cheese",511,64,21,137,"No"
"2023-01-06","H3653","Stellum Cheese Museum","C3653","3653","Farmer Made Organic Cheese",746,99,33,216,"No"
"2022-06-24","H3654","Item","C3654","3654","Item",991,137,45,297,"Yes"
"2022-12-04","H3655","Nebraska Cheese Stop","C3655","3655","Gruyere Cheese",838,113,37,246,"Yes"
"2021-12-07","H3656","Ananyas Dream land for Cheese","C3656","3656","Cotija Cheese",577,74,24,159,"No"
"2022-05-10","H3657","Trillium Go Cheese","C3657","3657","Creame Cheese",645,84,28,182,"No"
"2022-05-08","H3658","Nebraska Cheese Stop","C3658","3658","Havati Cheese",841,114,37,247,"Yes"
"2023-01-24","H3659","Bielers Cheese","C3659","3659","Mozarilla Cheese",147,8,3,17,"No"
"2021-12-11","H3660","Welcome Cheese","C3660","3660","Gruyere Cheese",824,111,36,241,"Yes"
"2021-10-11","H3661","Popping Plaza","C3661","3661","Limburger Cheese",914,125,41,271,"Yes"
"2022-08-10","H3662","Gorilla Pop Dairy","C3662","3662","Havati Cheese",871,118,39,257,"Yes"
"2022-07-02","H3663","Item","C3663","3663","Item",980,135,44,293,"Yes"
"2023-01-25","H3664","Cheese Wheel Plaza","C3664","3664","Creame Cheese",623,81,27,175,"No"
"2022-03-30","H3665","Gorilla Pop Dairy","C3665","3665","Havati Cheese",866,118,38,256,"Yes"
"2022-03-22","H3666","Cheese Wheel Plaza","C3666","3666","Creame Cheese",622,81,27,175,"No"
"2022-08-31","H3667","waldows Cheese","C3667","3667","Cheddar Mix Cheese",360,41,14,87,"No"
"2022-07-26","H3668","Stonyman Gourmet Farmer","IPH668","3668","American Cheese",166,11,4,23,"No"
"2022-03-09","H3669","Seige at the Cheese","C3669","3669","Monterey Jack Cheese",937,128,42,279,"Yes"
"2022-08-29","H3670","Twin Oaks Cheese","C3670","3670"," Burrata Cheese",314,34,11,72,"No"
"2021-08-28","H3671","Stonyman Gourmet Farmer","IPH671","3671","American Cheese",168,11,4,24,"No"
"2022-04-29","H3672","The Flash Creamery","C3672","3672","Cheddar Mix Cheese",388,45,15,97,"No"
"2021-10-27","H3673","Anish's Bakery ","C3673","3673","Pepper Jack Cheese",452,55,18,118,"No"
"2022-06-17","H3674","Saputo Cheese USA Inc","IPH674","3674","American Cheese",189,15,5,31,"No"
"2022-08-30","H3675","Stellum Cheese Museum","C3675","3675","Gorgonzola Cheese",728,97,32,209,"No"
"2021-11-05","H3676","Item","C3676","3676","Item",986,136,44,295,"Yes"
"2021-11-26","H3677","Clover Hill Dairy","C3677","3677","Brie Cheese",274,27,10,59,"No"
"2021-09-17","H3678","Twin Oaks Cheese","C3678","3678"," Burrata Cheese",315,34,12,72,"No"
"2022-08-03","H3679","Twin Oaks Cheese","C3679","3679"," Burrata Cheese",305,32,11,69,"No"
"2021-12-31","H3680","Welcome Cheese","C3680","3680","Gruyere Cheese",828,112,37,243,"Yes"
"2023-01-30","H3681","Aditis CheeseCake Place","C3681","3681","Cold_Pack Cheese",542,68,23,148,"No"
"2022-02-15","H3682","Ananyas Dream land for Cheese","C3682","3682","Cotija Cheese",567,72,24,156,"No"
"2023-02-14","H3683","Surigiva Cheese Stop","C3683","3683","Camembert Cheese",330,36,12,78,"No"
"2021-08-01","H3684","Cheese Wheel Plaza","C3684","3684","Creame Cheese",623,81,27,175,"No"
"2022-08-12","H3685","Caputo Brothers Creamery","C3685","3685","Bocconcini Cheese",247,23,8,50,"No"
"2021-12-14","H3686","The Great Cheese","C3686","3686","Asiago Cheese",227,20,7,43,"No"
"2022-11-08","H3687","Teetu Farm Cheese","C3687","3687","Swiss Cheese",481,59,20,128,"No"
"2022-08-06","H3688","Bielers Cheese","C3688","3688","Mozarilla Cheese",142,7,3,15,"No"
"2022-01-11","H3689","Item","C3689","3689","Item",987,136,44,296,"Yes"
"2022-07-08","H3690","Popping Plaza","C3690","3690","Limburger Cheese",909,124,41,270,"Yes"
"2022-06-20","H3691","Item","C3691","3691","Item",974,134,44,291,"Yes"
"2022-07-28","H3692","waldows Cheese","C3692","3692","Cheddar Mix Cheese",381,44,15,94,"No"
"2021-11-09","H3693","Cheese Lovers","C3693","3693","Monterey Jack Cheese",966,133,43,289,"Yes"
"2021-08-21","H3694","Georges Mill Farm Artisan Cheese","C3694","3694","Blue Cheese",103,2,1,2,"No"
"2021-11-10","H3695","Asus Blue Cheese","C3695","3695","Halloumi Cheese",779,104,34,227,"No"
"2021-08-19","H3696","Cheese Lovers","C3696","3696","Monterey Jack Cheese",954,131,43,285,"Yes"
"2022-06-23","H3697","Georges Mill Farm Artisan Cheese","C3697","3697","Blue Cheese",122,4,2,8,"No"
"2022-09-06","H3698","The Great Cheese","C3698","3698","Asiago Cheese",213,18,7,39,"No"
"2021-11-27","H3699","Waiter for CHeese","C3699","3699","Emmental Cheese",666,87,29,189,"No"
"2022-11-01","H3700","Caputo Brothers Creamery","C3700","3700","Bocconcini Cheese",255,25,9,53,"No"
"2022-01-20","H3701","Asus Blue Cheese","C3701","3701","Halloumi Cheese",792,106,35,231,"No"
"2022-11-18","H3702","Caputo Brothers Creamery","C3702","3702","Bocconcini Cheese",248,24,8,50,"No"
"2022-03-16","H3703","Nebraska Cheese Stop","C3703","3703","Havati Cheese",850,115,38,250,"Yes"
"2023-02-21","H3704","Clover Hill Dairy","C3704","3704","Brie Cheese",278,28,10,60,"No"
"2022-05-09","H3705","The Great Cheese","C3705","3705","Bocconcini Cheese",240,22,8,48,"No"
"2021-11-18","H3706","Bielers Cheese","C3706","3706","Mozarilla Cheese",156,9,4,19,"No"
"2022-09-10","H3707","Bielers Cheese","C3707","3707","Mozarilla Cheese",145,8,3,16,"No"
"2022-03-30","H3708","Saputo Cheese USA Inc","IPH708","3708","American Cheese",189,15,5,31,"No"
"2022-07-06","H3709","The Great Cheese","C3709","3709","Asiago Cheese",225,20,7,42,"No"
"2022-06-21","H3710","Popping Plaza","C3710","3710","Jarlsberg Cheese",897,122,40,266,"Yes"
"2022-04-06","H3711","Stonyman Gourmet Farmer","C3711","3711","Mozarilla Cheese",162,11,4,22,"No"
"2022-02-27","H3712","waldows Cheese","C3712","3712","Cheddar Mix Cheese",363,41,14,88,"No"
"2022-08-24","H3713","Item","C3713","3713","Item",976,134,44,292,"Yes"
"2023-01-10","H3714","The Flash Creamery","C3714","3714","Cheese Curds Cheese",391,45,15,98,"No"
"2021-10-23","H3715","Trillium Go Cheese","C3715","3715","Emmental Cheese",655,85,28,185,"No"
"2022-11-25","H3716","Bielers Cheese","C3716","3716","Mozarilla Cheese",153,9,4,19,"No"
"2022-03-11","H3717","Trillium Go Cheese","C3717","3717","Creame Cheese",638,83,27,180,"No"
"2022-01-13","H3718","Quit Sausage Cheese","C3718","3718","Feta Cheese",694,91,30,198,"No"
"2022-03-31","H3719","Stellum Cheese Museum","C3719","3719","Gorgonzola Cheese",741,99,32,214,"No"
"2022-05-03","H3720","Mary's Dairy Store","C3720","3720","Cheese Curds Cheese",417,49,16,106,"No"
"2022-11-17","H3721","Welcome Cheese","C3721","3721","Gruyere Cheese",822,111,36,241,"Yes"
"2022-08-31","H3722","waldows Cheese","C3722","3722","Cheddar Mix Cheese",375,43,14,92,"No"
"2021-11-11","H3723","Saputo Cheese USA Inc","C3723","3723","Asiago Cheese",208,17,6,37,"No"
"2021-09-21","H3724","Ananyas Dream land for Cheese","C3724","3724","Cotija Cheese",573,73,24,158,"No"
"2022-10-10","H3725","Saputo Cheese USA Inc","IPH725","3725","American Cheese",188,14,5,30,"No"
"2022-07-26","H3726","Seige at the Cheese","C3726","3726","Monterey Jack Cheese",938,129,42,279,"Yes"
"2022-06-10","H3727","Nebraska Cheese Stop","C3727","3727","Havati Cheese",844,114,37,248,"Yes"
"2022-05-07","H3728","Aditis CheeseCake Place","C3728","3728","Cold_Pack Cheese",544,69,23,149,"No"
"2023-01-23","H3729","The Great Cheese","C3729","3729","Asiago Cheese",217,19,7,40,"No"
"2021-08-23","H3730","The Flash Creamery","C3730","3730","Cheese Curds Cheese",403,47,16,102,"No"
"2022-11-19","H3731","Clover Hill Dairy","C3731","3731"," Burrata Cheese",294,31,11,66,"No"
"2022-04-08","H3732","Surigiva Cheese Stop","C3732","3732","Camembert Cheese",349,39,13,84,"No"
"2022-08-08","H3733","Caputo Brothers Creamery","C3733","3733","Bocconcini Cheese",256,25,9,53,"No"
"2021-09-26","H3734","Clover Hill Dairy","C3734","3734"," Burrata Cheese",294,31,10,65,"No"
"2023-02-28","H3735","Trillium Go Cheese","C3735","3735","Creame Cheese",641,83,27,181,"No"
"2022-07-09","H3736","Gorilla Pop Dairy","C3736","3736","Havati Cheese",868,118,39,256,"Yes"
"2022-03-23","H3737","Welcome Cheese","C3737","3737","Halloumi Cheese",804,108,35,235,"No"
"2022-09-25","H3738","Saputo Cheese USA Inc","IPH738","3738","American Cheese",189,14,5,30,"No"
"2022-06-15","H3739","Georges Mill Farm Artisan Cheese","C3739","3739","Blue Cheese",103,1,1,2,"No"
"2022-07-23","H3740","Stellum Cheese Museum","C3740","3740","Farmer Made Organic Cheese",743,99,32,215,"No"
"2022-09-15","H3741","Seige at the Cheese","C3741","3741","Limburger Cheese",935,128,42,279,"Yes"
"2022-08-03","H3742","Popping Plaza","C3742","3742","Limburger Cheese",915,125,41,272,"Yes"
"2022-10-20","H3743","Quit Sausage Cheese","C3743","3743","Feta Cheese",692,91,30,198,"No"
"2022-02-02","H3744","Cheese Wheel Plaza","C3744","3744","Cottage Cheese",608,78,26,170,"No"
"2023-01-14","H3745","Bielers Cheese","C3745","3745","Mozarilla Cheese",133,6,3,12,"No"
"2021-11-05","H3746","Quit Sausage Cheese","C3746","3746","Feta Cheese",706,93,31,202,"No"
"2022-05-15","H3747","Traditional goat cheese pizza","C3747","3747","Cotija Cheese",582,74,25,161,"No"
"2021-10-31","H3748","The Great Cheese","C3748","3748","Bocconcini Cheese",230,21,7,44,"No"
"2022-03-31","H3749","Caputo Brothers Creamery","C3749","3749","Bocconcini Cheese",245,23,8,49,"No"
"2021-12-31","H3750","Twin Oaks Cheese","C3750","3750"," Burrata Cheese",311,33,11,71,"No"
"2022-05-06","H3751","Surigiva Cheese Stop","C3751","3751","Camembert Cheese",342,38,13,81,"No"
"2021-10-06","H3752","Surigiva Cheese Stop","C3752","3752","Camembert Cheese",335,37,12,79,"No"
"2021-10-27","H3753","Caputo Brothers Creamery","C3753","3753","Bocconcini Cheese",256,25,9,53,"No"
