"Received_Date","Quantity","Receiver_ID","Product_Desc","Location_from_ID","Location_to_ID","Subsequent_ID","Outbreak"
"2021-08-12",250,"R3369","Lobster",24,22,"SHP3369","no"
"2022-12-18",888,"R3370","Claws Crab Meat",121,27,"SHP3370","no"
"2022-07-23",493,"R3371","Cat_Fish",61,31,"SHP3371","no"
"2023-02-11",713,"R3372","Red_Snaper_Fish",94,24,"SHP3372","no"
"2022-09-01",727,"R3373","Jumbo Lump Crab MEat",97,24,"SHP3373","no"
"2021-09-04",645,"R3374","Gold Fish",84,26,"SHP3374","no"
"2022-12-06",333,"R3375","Tuna",36,26,"SHP3375","no"
"2022-07-12",701,"R3376","Red_Snaper_Fish",92,20,"SHP3376","no"
"2021-09-24",152,"R3377","Shrimp",9,33,"SHP3377","no"
"2021-11-11",857,"R3378","Cocktail Claws Carb Meat",116,30,"SHP3378","no"
"2022-11-19",701,"R3379","Red_Snaper_Fish",93,14,"SHP3379","no"
"2022-10-03",451,"R3380","Ballon_Fish",54,45,"SHP3380","no"
"2021-08-18",236,"R3381","Crab or Crab Meat",22,36,"SHP3381","no"
"2022-09-27",316,"R3382","Tuna",34,49,"SHP3382","no"
"2021-11-30",895,"R3383","Claws Crab Meat",122,46,"SHP3383","no"
"2022-08-11",175,"R3384","Shrimp",12,20,"SHP3384","no"
"2022-07-05",110,"R3385","Salmon",3,10,"SHP3385","no"
"2022-08-24",991,"R3386","Item",137,37,"SHP3386","yes"
"2021-11-02",584,"R3387","Frog_fish",75,45,"SHP3387","no"
"2021-08-12",446,"R3388","Ballon_Fish",54,38,"SHP3388","no"
"2022-07-31",483,"R3389","Cat_Fish",59,24,"SHP3389","no"
"2022-02-28",529,"R3390","File_Fish",66,18,"SHP3390","no"
"2022-07-22",218,"R3391","Crab or Crab Meat",19,41,"SHP3391","no"
"2022-09-09",627,"R3392","Gold Fish",81,7,"SHP3392","no"
"2022-02-07",697,"R3393","Red_Snaper_Fish",92,27,"SHP3393","no"
"2022-09-18",598,"R3394","Frog_fish",77,19,"SHP3394","no"
"2022-04-12",503,"R3395","Cat_Fish",62,10,"SHP3395","no"
"2022-03-21",958,"R3396","Item",132,18,"SHP3396","yes"
"2022-04-03",876,"R3397","Claws Crab Meat",119,4,"SHP3397","no"
"2022-07-24",592,"R3398","Frog_fish",76,35,"SHP3398","no"
"2022-05-06",338,"R3399","White_Fish",37,43,"SHP3399","no"
"2022-04-16",262,"R3400","Lobster",26,10,"SHP3400","no"
"2022-02-03",535,"R3401","File_Fish",67,3,"SHP3401","no"
"2022-11-02",645,"R3402","Gold Fish",84,25,"SHP3402","no"
"2022-02-23",370,"R3403","White_Fish",42,30,"SHP3403","no"
"2022-11-01",889,"R3404","Claws Crab Meat",121,20,"SHP3404","no"
"2022-01-21",906,"R3405","COLOSSAL LUMP crab Meat",124,40,"SHP3405","no"
"2022-01-27",552,"R3406","File_Fish",70,37,"SHP3406","no"
"2023-03-15",368,"R3407","White_Fish",42,23,"SHP3407","no"
"2022-06-20",484,"R3408","Cat_Fish",60,43,"SHP3408","no"
"2022-01-23",652,"R3409","Gold Fish",85,34,"SHP3409","no"
"2022-01-06",593,"R3410","Frog_fish",76,13,"SHP3410","no"
"2022-09-07",371,"R3411","White_Fish",42,44,"SHP3411","no"
"2023-03-14",511,"R3412","Cat_Fish",64,6,"SHP3412","no"
"2023-02-28",917,"R3413","COLOSSAL LUMP crab Meat",125,33,"SHP3413","no"
"2021-10-22",860,"R3414","Claws Crab Meat",117,30,"SHP3414","no"
"2022-01-08",747,"R3415","Jumbo Lump Crab MEat",100,19,"SHP3415","no"
"2021-09-30",655,"R3416","Gold Fish",86,37,"SHP3416","no"
"2022-08-13",567,"R3417","File_Fish",72,5,"SHP3417","no"
"2022-01-02",728,"R3418","Jumbo Lump Crab MEat",97,40,"SHP3418","no"
"2021-11-23",548,"R3419","File_Fish",69,45,"SHP3419","no"
"2022-04-26",467,"R3420","Ballon_Fish",57,44,"SHP3420","no"
"2021-08-30",993,"R3421","Item",137,10,"SHP3421","yes"
"2022-08-12",700,"R3422","Red_Snaper_Fish",92,25,"SHP3422","no"
"2023-03-18",811,"R3423","Cocktail Claws Carb Meat",109,9,"SHP3423","no"
"2022-10-02",316,"R3424","Tuna",34,21,"SHP3424","no"
"2022-09-11",728,"R3425","Jumbo Lump Crab MEat",97,18,"SHP3425","no"
"2022-02-27",424,"R3426","Angel_Fish",50,3,"SHP3426","no"
"2023-02-02",850,"R3427","Cocktail Claws Carb Meat",115,44,"SHP3427","no"
"2022-05-04",147,"R3428","Salmon",8,25,"SHP3428","no"
"2021-08-25",972,"R3429","Item",134,12,"SHP3429","yes"
"2022-09-09",833,"R3430","Cocktail Claws Carb Meat",113,49,"SHP3430","no"
"2023-01-02",422,"R3431","Angel_Fish",50,36,"SHP3431","no"
"2022-05-09",393,"R3432","Angel_Fish",46,32,"SHP3432","no"
"2022-06-13",909,"R3433","COLOSSAL LUMP crab Meat",124,39,"SHP3433","no"
"2021-11-08",108,"R3434","Salmon",2,4,"SHP3434","no"
"2021-09-27",771,"R3435","Lump Crab Meat",103,43,"SHP3435","no"
"2021-09-26",556,"R3436","File_Fish",70,12,"SHP3436","no"
"2021-08-07",319,"R3437","Tuna",34,37,"SHP3437","no"
"2022-05-25",827,"R3438","Cocktail Claws Carb Meat",112,10,"SHP3438","no"
"2022-09-16",389,"R3439","Angel_Fish",45,4,"SHP3439","no"
"2022-06-04",518,"R3440","Cat_Fish",65,47,"SHP3440","no"
"2022-04-20",629,"R3441","Gold Fish",82,27,"SHP3441","no"
"2022-11-06",512,"R3442","Cat_Fish",64,26,"SHP3442","no"
"2022-02-04",651,"R3443","Gold Fish",85,27,"SHP3443","no"
"2023-02-13",826,"R3444","Cocktail Claws Carb Meat",112,16,"SHP3444","no"
"2021-11-21",430,"R3445","Angel_Fish",51,36,"SHP3445","no"
"2022-01-07",586,"R3446","Frog_fish",75,25,"SHP3446","no"
"2022-03-03",259,"R3447","Lobster",25,6,"SHP3447","no"
"2022-08-05",627,"R3448","Gold Fish",81,34,"SHP3448","no"
"2022-05-02",662,"R3449","Gold Fish",87,30,"SHP3449","no"
"2021-10-12",238,"R3450","Crab or Crab Meat",22,23,"SHP3450","no"
"2022-11-13",603,"R3451","Frog_fish",77,26,"SHP3451","no"
"2023-02-28",247,"R3452","Lobster",23,11,"SHP3452","no"
"2023-01-05",449,"R3453","Ballon_Fish",54,47,"SHP3453","no"
"2021-10-03",107,"R3454","Salmon",2,28,"SHP3454","no"
"2022-05-15",365,"R3455","White_Fish",41,11,"SHP3455","no"
"2023-03-21",816,"R3456","Cocktail Claws Carb Meat",110,10,"SHP3456","no"
"2022-03-12",438,"R3457","Ballon_Fish",52,31,"SHP3457","no"
"2022-09-12",965,"R3458","Item",133,7,"SHP3458","yes"
"2022-09-05",480,"R3459","Cat_Fish",59,16,"SHP3459","no"
"2021-08-10",800,"R3460","Lump Crab Meat",107,16,"SHP3460","no"
"2022-12-01",409,"R3461","Angel_Fish",48,12,"SHP3461","no"
"2023-03-01",609,"R3462","Frog_fish",78,40,"SHP3462","no"
"2021-09-01",847,"R3463","Cocktail Claws Carb Meat",115,24,"SHP3463","no"
"2022-08-19",866,"R3464","Claws Crab Meat",118,11,"SHP3464","no"
"2022-12-18",764,"R3465","Lump Crab Meat",102,43,"SHP3465","no"
"2021-12-14",170,"R3466","Shrimp",12,45,"SHP3466","no"
"2022-11-17",923,"R3467","COLOSSAL LUMP crab Meat",126,7,"SHP3467","yes"
"2022-09-18",934,"R3468","COLOSSAL LUMP crab Meat",128,27,"SHP3468","yes"
"2022-03-13",549,"R3469","File_Fish",69,13,"SHP3469","no"
"2022-03-16",522,"R3470","Cat_Fish",65,12,"SHP3470","no"
"2023-02-16",505,"R3471","Cat_Fish",63,22,"SHP3471","no"
"2022-04-21",177,"R3472","Shrimp",13,38,"SHP3472","no"
"2021-10-14",815,"R3473","Cocktail Claws Carb Meat",110,44,"SHP3473","no"
"2022-07-27",961,"R3474","Item",132,3,"SHP3474","yes"
"2022-06-02",332,"R3475","Tuna",36,9,"SHP3475","no"
"2022-12-22",322,"R3476","Tuna",35,48,"SHP3476","no"
"2022-01-14",245,"R3477","Lobster",23,3,"SHP3477","no"
"2022-12-01",731,"R3478","Jumbo Lump Crab MEat",97,5,"SHP3478","no"
"2022-08-06",340,"R3479","White_Fish",37,11,"SHP3479","no"
"2021-09-10",866,"R3480","Claws Crab Meat",118,29,"SHP3480","no"
"2021-09-07",166,"R3481","Shrimp",11,46,"SHP3481","no"
"2022-03-19",421,"R3482","Angel_Fish",50,25,"SHP3482","no"
"2022-11-23",842,"R3483","Cocktail Claws Carb Meat",114,29,"SHP3483","no"
"2023-03-20",468,"R3484","Ballon_Fish",57,41,"SHP3484","no"
"2022-10-16",269,"R3485","Lobster",27,47,"SHP3485","no"
"2021-12-09",418,"R3486","Angel_Fish",49,23,"SHP3486","no"
"2023-01-29",673,"R3487","Red_Snaper_Fish",88,21,"SHP3487","no"
"2022-04-18",805,"R3488","Lump Crab Meat",108,14,"SHP3488","no"
"2023-03-11",673,"R3489","Red_Snaper_Fish",88,2,"SHP3489","no"
"2022-05-31",922,"R3490","COLOSSAL LUMP crab Meat",126,23,"SHP3490","yes"
"2023-01-07",629,"R3491","Gold Fish",82,38,"SHP3491","no"
"2023-01-30",665,"R3492","Gold Fish",87,5,"SHP3492","no"
"2022-04-23",571,"R3493","File_Fish",73,35,"SHP3493","no"
"2022-05-20",130,"R3494","Salmon",6,25,"SHP3494","no"
"2022-08-17",784,"R3495","Lump Crab Meat",105,40,"SHP3495","no"
"2022-01-19",536,"R3496","File_Fish",67,48,"SHP3496","no"
"2022-05-06",517,"R3497","Cat_Fish",64,23,"SHP3497","no"
"2022-12-20",862,"R3498","Claws Crab Meat",117,27,"SHP3498","no"
"2022-05-28",457,"R3499","Ballon_Fish",55,27,"SHP3499","no"
"2022-09-26",731,"R3500","Jumbo Lump Crab MEat",97,30,"SHP3500","no"
"2022-06-15",427,"R3501","Angel_Fish",51,21,"SHP3501","no"
"2021-08-08",188,"R3502","Shrimp",14,4,"SHP3502","no"
"2023-01-10",286,"R3503","Lobster",29,37,"SHP3503","no"
"2022-07-23",462,"R3504","Ballon_Fish",56,19,"SHP3504","no"
"2023-02-03",876,"R3505","Claws Crab Meat",119,41,"SHP3505","no"
"2023-02-19",724,"R3506","Jumbo Lump Crab MEat",96,50,"SHP3506","no"
"2022-10-14",429,"R3507","Angel_Fish",51,14,"SHP3507","no"
"2021-10-19",563,"R3508","File_Fish",72,37,"SHP3508","no"
"2022-01-27",824,"R3509","Cocktail Claws Carb Meat",111,12,"SHP3509","no"
"2022-11-10",698,"R3510","Red_Snaper_Fish",92,24,"SHP3510","no"
"2021-12-19",826,"R3511","Cocktail Claws Carb Meat",112,22,"SHP3511","no"
"2021-08-11",1000,"R3512","Item",138,6,"SHP3512","yes"
"2022-09-08",887,"R3513","Claws Crab Meat",121,6,"SHP3513","no"
"2022-01-13",265,"R3514","Lobster",26,47,"SHP3514","no"
"2023-01-13",929,"R3515","COLOSSAL LUMP crab Meat",127,1,"SHP3515","yes"
"2022-07-06",282,"R3516","Lobster",29,36,"SHP3516","no"
"2022-12-07",153,"R3517","Shrimp",9,32,"SHP3517","no"
"2022-10-17",731,"R3518","Jumbo Lump Crab MEat",97,26,"SHP3518","no"
"2022-12-14",595,"R3519","Frog_fish",76,20,"SHP3519","no"
"2023-03-05",574,"R3520","Frog_fish",73,2,"SHP3520","no"
"2022-04-10",908,"R3521","COLOSSAL LUMP crab Meat",124,22,"SHP3521","no"
"2022-02-25",691,"R3522","Red_Snaper_Fish",91,38,"SHP3522","no"
"2022-10-30",358,"R3523","White_Fish",40,11,"SHP3523","no"
"2021-11-10",470,"R3524","Ballon_Fish",57,4,"SHP3524","no"
"2021-12-12",643,"R3525","Gold Fish",84,30,"SHP3525","no"
"2022-04-05",705,"R3526","Red_Snaper_Fish",93,47,"SHP3526","no"
"2022-12-30",468,"R3527","Ballon_Fish",57,28,"SHP3527","no"
"2022-06-26",954,"R3528","Item",131,34,"SHP3528","yes"
"2022-06-25",995,"R3529","Item",137,12,"SHP3529","yes"
"2022-04-18",662,"R3530","Gold Fish",87,16,"SHP3530","no"
"2022-02-24",495,"R3531","Cat_Fish",61,35,"SHP3531","no"
"2022-04-05",418,"R3532","Angel_Fish",49,7,"SHP3532","no"
"2022-04-25",851,"R3533","Cocktail Claws Carb Meat",115,17,"SHP3533","no"
"2021-12-10",539,"R3534","File_Fish",68,8,"SHP3534","no"
"2022-04-02",324,"R3535","Tuna",35,10,"SHP3535","no"
"2021-12-22",873,"R3536","Claws Crab Meat",119,18,"SHP3536","no"
"2022-08-23",662,"R3537","Gold Fish",87,9,"SHP3537","no"
"2023-01-04",438,"R3538","Ballon_Fish",52,11,"SHP3538","no"
"2022-11-11",835,"R3539","Cocktail Claws Carb Meat",113,45,"SHP3539","no"
"2022-06-14",639,"R3540","Gold Fish",83,18,"SHP3540","no"
"2022-03-15",198,"R3541","Crab or Crab Meat",16,3,"SHP3541","no"
"2021-09-02",818,"R3542","Cocktail Claws Carb Meat",110,21,"SHP3542","no"
"2023-03-28",309,"R3543","Tuna",33,9,"SHP3543","no"
"2022-02-05",497,"R3544","Cat_Fish",61,17,"SHP3544","no"
"2023-01-16",777,"R3545","Lump Crab Meat",104,5,"SHP3545","no"
"2022-06-30",771,"R3546","Lump Crab Meat",103,23,"SHP3546","no"
"2022-01-22",399,"R3547","Angel_Fish",47,25,"SHP3547","no"
"2022-03-30",804,"R3548","Lump Crab Meat",108,48,"SHP3548","no"
"2023-03-24",310,"R3549","Tuna",33,7,"SHP3549","no"
"2021-12-26",852,"R3550","Cocktail Claws Carb Meat",115,26,"SHP3550","no"
"2022-05-05",432,"R3551","Ballon_Fish",52,26,"SHP3551","no"
"2021-10-11",812,"R3552","Cocktail Claws Carb Meat",109,41,"SHP3552","no"
"2022-06-08",609,"R3553","Frog_fish",78,38,"SHP3553","no"
"2022-04-17",489,"R3554","Cat_Fish",60,30,"SHP3554","no"
"2022-01-27",509,"R3555","Cat_Fish",63,41,"SHP3555","no"
"2021-09-27",716,"R3556","Jumbo Lump Crab MEat",95,50,"SHP3556","no"
"2022-04-10",803,"R3557","Lump Crab Meat",108,35,"SHP3557","no"
"2022-02-10",418,"R3558","Angel_Fish",49,2,"SHP3558","no"
"2022-01-04",232,"R3559","Crab or Crab Meat",21,17,"SHP3559","no"
"2023-02-16",256,"R3560","Lobster",25,25,"SHP3560","no"
"2022-06-27",354,"R3561","White_Fish",40,2,"SHP3561","no"
"2022-11-09",532,"R3562","File_Fish",67,23,"SHP3562","no"
"2021-09-15",467,"R3563","Ballon_Fish",57,3,"SHP3563","no"
"2023-02-18",428,"R3564","Angel_Fish",51,48,"SHP3564","no"
"2022-01-19",831,"R3565","Cocktail Claws Carb Meat",112,17,"SHP3565","no"
"2022-03-16",445,"R3566","Ballon_Fish",54,48,"SHP3566","no"
"2022-03-28",433,"R3567","Ballon_Fish",52,13,"SHP3567","no"
"2023-02-11",119,"R3568","Salmon",4,49,"SHP3568","no"
"2022-11-27",776,"R3569","Lump Crab Meat",104,2,"SHP3569","no"
"2023-01-06",841,"R3570","Cocktail Claws Carb Meat",114,31,"SHP3570","no"
"2022-07-29",790,"R3571","Lump Crab Meat",106,38,"SHP3571","no"
"2022-08-06",367,"R3572","White_Fish",42,38,"SHP3572","no"
"2023-03-26",868,"R3573","Claws Crab Meat",118,16,"SHP3573","no"
"2022-08-08",859,"R3574","Claws Crab Meat",116,19,"SHP3574","no"
"2022-01-16",681,"R3575","Red_Snaper_Fish",89,17,"SHP3575","no"
"2023-02-16",774,"R3576","Lump Crab Meat",104,46,"SHP3576","no"
"2021-11-28",852,"R3577","Cocktail Claws Carb Meat",115,8,"SHP3577","no"
"2023-01-21",105,"R3578","Salmon",2,9,"SHP3578","no"
"2021-08-27",989,"R3579","Item",136,19,"SHP3579","yes"
"2022-08-24",720,"R3580","Jumbo Lump Crab MEat",95,13,"SHP3580","no"
"2022-07-14",314,"R3581","Tuna",34,49,"SHP3581","no"
"2022-03-18",291,"R3582","Tuna",30,9,"SHP3582","no"
"2023-03-02",239,"R3583","Crab or Crab Meat",22,38,"SHP3583","no"
"2022-07-21",727,"R3584","Jumbo Lump Crab MEat",97,29,"SHP3584","no"
"2021-08-22",813,"R3585","Cocktail Claws Carb Meat",110,11,"SHP3585","no"
"2022-01-24",514,"R3586","Cat_Fish",64,13,"SHP3586","no"
"2021-10-25",693,"R3587","Red_Snaper_Fish",91,34,"SHP3587","no"
"2023-01-22",498,"R3588","Cat_Fish",62,44,"SHP3588","no"
"2022-07-04",230,"R3589","Crab or Crab Meat",21,1,"SHP3589","no"
"2022-02-11",843,"R3590","Cocktail Claws Carb Meat",114,19,"SHP3590","no"
"2022-06-25",673,"R3591","Red_Snaper_Fish",88,49,"SHP3591","no"
"2022-09-23",797,"R3592","Lump Crab Meat",107,41,"SHP3592","no"
"2022-10-12",212,"R3593","Crab or Crab Meat",18,46,"SHP3593","no"
"2022-01-11",982,"R3594","Item",135,23,"SHP3594","yes"
"2021-08-22",553,"R3595","File_Fish",70,21,"SHP3595","no"
"2021-12-05",487,"R3596","Cat_Fish",60,15,"SHP3596","no"
"2022-01-10",951,"R3597","COLOSSAL LUMP crab Meat",131,15,"SHP3597","yes"
"2021-09-15",543,"R3598","File_Fish",68,6,"SHP3598","no"
"2021-11-01",764,"R3599","Lump Crab Meat",102,9,"SHP3599","no"
"2022-07-14",643,"R3600","Gold Fish",84,14,"SHP3600","no"
"2022-03-08",667,"R3601","Gold Fish",87,28,"SHP3601","no"
"2022-09-25",335,"R3602","Tuna",37,49,"SHP3602","no"
"2021-10-15",477,"R3603","Ballon_Fish",58,29,"SHP3603","no"
"2023-03-03",129,"R3604","Salmon",5,25,"SHP3604","no"
"2021-08-23",725,"R3605","Jumbo Lump Crab MEat",96,11,"SHP3605","no"
"2022-08-03",534,"R3606","File_Fish",67,42,"SHP3606","no"
"2022-12-12",214,"R3607","Crab or Crab Meat",18,36,"SHP3607","no"
"2021-11-26",330,"R3608","Tuna",36,41,"SHP3608","no"
"2022-07-04",651,"R3609","Gold Fish",85,22,"SHP3609","no"
"2021-12-15",667,"R3610","Gold Fish",87,30,"SHP3610","no"
"2022-08-10",187,"R3611","Shrimp",14,44,"SHP3611","no"
"2022-08-10",228,"R3612","Crab or Crab Meat",21,24,"SHP3612","no"
"2023-02-05",883,"R3613","Claws Crab Meat",120,17,"SHP3613","no"
"2023-02-21",197,"R3614","Crab or Crab Meat",16,40,"SHP3614","no"
"2022-01-15",150,"R3615","Shrimp",9,38,"SHP3615","no"
"2022-05-08",887,"R3616","Claws Crab Meat",121,30,"SHP3616","no"
"2023-01-29",538,"R3617","File_Fish",68,34,"SHP3617","no"
"2022-04-19",421,"R3618","Angel_Fish",50,9,"SHP3618","no"
"2022-07-30",997,"R3619","Item",138,41,"SHP3619","yes"
"2022-12-27",150,"R3620","Shrimp",9,47,"SHP3620","no"
"2022-04-02",740,"R3621","Jumbo Lump Crab MEat",98,34,"SHP3621","no"
"2022-06-12",476,"R3622","Ballon_Fish",58,12,"SHP3622","no"
"2022-08-18",339,"R3623","White_Fish",37,32,"SHP3623","no"
"2022-04-24",788,"R3624","Lump Crab Meat",106,26,"SHP3624","no"
"2021-09-21",320,"R3625","Tuna",34,21,"SHP3625","no"
"2022-05-12",256,"R3626","Lobster",25,33,"SHP3626","no"
"2021-12-14",747,"R3627","Jumbo Lump Crab MEat",99,41,"SHP3627","no"
"2022-08-25",958,"R3628","Item",132,38,"SHP3628","yes"
"2021-12-24",765,"R3629","Lump Crab Meat",102,16,"SHP3629","no"
"2022-04-30",778,"R3630","Lump Crab Meat",104,29,"SHP3630","no"
"2022-08-07",451,"R3631","Ballon_Fish",54,31,"SHP3631","no"
"2022-12-17",777,"R3632","Lump Crab Meat",104,31,"SHP3632","no"
"2022-11-04",553,"R3633","File_Fish",70,5,"SHP3633","no"
"2021-10-23",883,"R3634","Claws Crab Meat",120,40,"SHP3634","no"
"2021-11-07",146,"R3635","Salmon",8,37,"SHP3635","no"
"2022-11-22",928,"R3636","COLOSSAL LUMP crab Meat",127,18,"SHP3636","yes"
"2022-03-04",400,"R3637","Angel_Fish",47,32,"SHP3637","no"
"2022-12-02",259,"R3638","Lobster",25,46,"SHP3638","no"
"2021-09-03",359,"R3639","White_Fish",40,27,"SHP3639","no"
"2022-10-03",910,"R3640","COLOSSAL LUMP crab Meat",124,45,"SHP3640","no"
"2022-04-25",208,"R3641","Crab or Crab Meat",17,45,"SHP3641","no"
"2021-12-06",195,"R3642","Crab or Crab Meat",16,46,"SHP3642","no"
"2022-03-30",315,"R3643","Tuna",34,30,"SHP3643","no"
"2022-03-06",704,"R3644","Red_Snaper_Fish",93,41,"SHP3644","no"
"2021-10-26",488,"R3645","Cat_Fish",60,49,"SHP3645","no"
"2022-06-23",104,"R3646","Salmon",2,10,"SHP3646","no"
"2021-08-17",941,"R3647","COLOSSAL LUMP crab Meat",129,14,"SHP3647","yes"
"2022-10-06",884,"R3648","Claws Crab Meat",120,37,"SHP3648","no"
"2022-05-07",614,"R3649","Frog_fish",79,24,"SHP3649","no"
"2021-10-06",833,"R3650","Cocktail Claws Carb Meat",113,24,"SHP3650","no"
"2022-02-10",320,"R3651","Tuna",34,24,"SHP3651","no"
"2022-01-20",511,"R3652","Cat_Fish",64,49,"SHP3652","no"
"2023-01-31",746,"R3653","Jumbo Lump Crab MEat",99,5,"SHP3653","no"
"2022-07-12",991,"R3654","Item",137,39,"SHP3654","yes"
"2022-12-28",838,"R3655","Cocktail Claws Carb Meat",113,41,"SHP3655","no"
"2021-12-17",577,"R3656","Frog_fish",74,16,"SHP3656","no"
"2022-05-26",645,"R3657","Gold Fish",84,45,"SHP3657","no"
"2022-05-24",841,"R3658","Cocktail Claws Carb Meat",114,12,"SHP3658","no"
"2023-02-19",147,"R3659","Salmon",8,28,"SHP3659","no"
"2021-12-22",824,"R3660","Cocktail Claws Carb Meat",111,16,"SHP3660","no"
"2021-10-19",914,"R3661","COLOSSAL LUMP crab Meat",125,32,"SHP3661","no"
"2022-08-29",871,"R3662","Claws Crab Meat",118,12,"SHP3662","no"
"2022-07-19",980,"R3663","Item",135,37,"SHP3663","yes"
"2023-02-20",623,"R3664","Gold Fish",81,20,"SHP3664","no"
"2022-04-13",866,"R3665","Claws Crab Meat",118,16,"SHP3665","no"
"2022-04-05",622,"R3666","Gold Fish",81,26,"SHP3666","no"
"2022-09-20",360,"R3667","White_Fish",41,9,"SHP3667","no"
"2022-08-14",166,"R3668","Shrimp",11,11,"SHP3668","no"
"2022-03-22",937,"R3669","COLOSSAL LUMP crab Meat",128,3,"SHP3669","yes"
"2022-09-18",314,"R3670","Tuna",34,12,"SHP3670","no"
"2021-09-03",168,"R3671","Shrimp",11,12,"SHP3671","no"
"2022-05-14",388,"R3672","Angel_Fish",45,9,"SHP3672","no"
"2021-11-04",452,"R3673","Ballon_Fish",55,19,"SHP3673","no"
"2022-07-04",189,"R3674","Shrimp",15,26,"SHP3674","no"
"2022-09-19",728,"R3675","Jumbo Lump Crab MEat",97,6,"SHP3675","no"
"2021-11-14",986,"R3676","Item",136,41,"SHP3676","yes"
"2021-12-06",274,"R3677","Lobster",27,7,"SHP3677","no"
"2021-09-24",315,"R3678","Tuna",34,34,"SHP3678","no"
"2022-08-22",305,"R3679","Tuna",32,31,"SHP3679","no"
"2022-01-10",828,"R3680","Cocktail Claws Carb Meat",112,35,"SHP3680","no"
"2023-02-25",542,"R3681","File_Fish",68,7,"SHP3681","no"
"2022-02-27",567,"R3682","File_Fish",72,36,"SHP3682","no"
"2023-03-12",330,"R3683","Tuna",36,27,"SHP3683","no"
"2021-08-06",623,"R3684","Gold Fish",81,41,"SHP3684","no"
"2022-08-31",247,"R3685","Lobster",23,9,"SHP3685","no"
"2021-12-25",227,"R3686","Crab or Crab Meat",20,29,"SHP3686","no"
"2022-12-01",481,"R3687","Cat_Fish",59,39,"SHP3687","no"
"2022-08-25",142,"R3688","Salmon",7,23,"SHP3688","no"
"2022-01-22",987,"R3689","Item",136,23,"SHP3689","yes"
"2022-07-26",909,"R3690","COLOSSAL LUMP crab Meat",124,9,"SHP3690","no"
"2022-07-07",974,"R3691","Item",134,25,"SHP3691","yes"
"2022-08-16",381,"R3692","White_Fish",44,38,"SHP3692","no"
"2021-11-17",966,"R3693","Item",133,37,"SHP3693","yes"
"2021-08-26",103,"R3694","Salmon",2,29,"SHP3694","no"
"2021-11-19",779,"R3695","Lump Crab Meat",104,17,"SHP3695","no"
"2021-08-25",954,"R3696","Item",131,2,"SHP3696","yes"
"2022-07-11",122,"R3697","Salmon",4,48,"SHP3697","no"
"2022-09-27",213,"R3698","Crab or Crab Meat",18,44,"SHP3698","no"
"2021-12-07",666,"R3699","Gold Fish",87,24,"SHP3699","no"
"2022-11-24",255,"R3700","Lobster",25,13,"SHP3700","no"
"2022-02-01",792,"R3701","Lump Crab Meat",106,13,"SHP3701","no"
"2022-12-11",248,"R3702","Lobster",24,45,"SHP3702","no"
"2022-03-29",850,"R3703","Cocktail Claws Carb Meat",115,19,"SHP3703","no"
"2023-03-20",278,"R3704","Lobster",28,44,"SHP3704","no"
"2022-05-25",240,"R3705","Crab or Crab Meat",22,46,"SHP3705","no"
"2021-11-27",156,"R3706","Shrimp",9,32,"SHP3706","no"
"2022-09-30",145,"R3707","Salmon",8,47,"SHP3707","no"
"2022-04-13",189,"R3708","Shrimp",15,46,"SHP3708","no"
"2022-07-24",225,"R3709","Crab or Crab Meat",20,46,"SHP3709","no"
"2022-07-09",897,"R3710","Claws Crab Meat",122,37,"SHP3710","no"
"2022-04-21",162,"R3711","Shrimp",11,33,"SHP3711","no"
"2022-03-12",363,"R3712","White_Fish",41,33,"SHP3712","no"
"2022-09-13",976,"R3713","Item",134,35,"SHP3713","yes"
"2023-02-04",391,"R3714","Angel_Fish",45,5,"SHP3714","no"
"2021-10-31",655,"R3715","Gold Fish",85,20,"SHP3715","no"
"2022-12-18",153,"R3716","Shrimp",9,4,"SHP3716","no"
"2022-03-25",638,"R3717","Gold Fish",83,49,"SHP3717","no"
"2022-01-24",694,"R3718","Red_Snaper_Fish",91,11,"SHP3718","no"
"2022-04-15",741,"R3719","Jumbo Lump Crab MEat",99,18,"SHP3719","no"
"2022-05-19",417,"R3720","Angel_Fish",49,33,"SHP3720","no"
"2022-12-10",822,"R3721","Cocktail Claws Carb Meat",111,41,"SHP3721","no"
"2022-09-20",375,"R3722","White_Fish",43,39,"SHP3722","no"
"2021-11-19",208,"R3723","Crab or Crab Meat",17,32,"SHP3723","no"
"2021-09-28",573,"R3724","File_Fish",73,4,"SHP3724","no"
"2022-11-01",188,"R3725","Shrimp",14,40,"SHP3725","no"
"2022-08-13",938,"R3726","COLOSSAL LUMP crab Meat",129,43,"SHP3726","yes"
"2022-06-27",844,"R3727","Cocktail Claws Carb Meat",114,17,"SHP3727","no"
"2022-05-22",544,"R3728","File_Fish",69,11,"SHP3728","no"
"2023-02-18",217,"R3729","Crab or Crab Meat",19,27,"SHP3729","no"
"2021-08-29",403,"R3730","Angel_Fish",47,38,"SHP3730","no"
"2022-12-13",294,"R3731","Tuna",31,17,"SHP3731","no"
"2022-04-22",349,"R3732","White_Fish",39,15,"SHP3732","no"
"2022-08-27",256,"R3733","Lobster",25,37,"SHP3733","no"
"2021-10-03",294,"R3734","Tuna",31,2,"SHP3734","no"
"2023-03-27",641,"R3735","Gold Fish",83,7,"SHP3735","no"
"2022-07-27",868,"R3736","Claws Crab Meat",118,11,"SHP3736","no"
