"Harvested_Date","IP_ID","Quantity","Ref_Person_Location_ID","IP_Date","Subsequent_ID","Outbreak"
"2023-02-22","3462",609,78,"2023-02-28","R3462","no"
"2021-08-27","3463",847,115,"2021-08-31","R3463","no"
"2022-08-13","3464",866,118,"2022-08-18","R3464","no"
"2022-12-11","3465",764,102,"2022-12-17","R3465","no"
"2021-12-09","3466",170,12,"2021-12-13","R3466","no"
"2022-11-10","3467",923,126,"2022-11-16","R3467","yes"
"2022-09-12","3468",934,128,"2022-09-17","R3468","yes"
"2022-03-08","3469",549,69,"2022-03-12","R3469","no"
"2022-03-10","3470",522,65,"2022-03-15","R3470","no"
"2023-02-09","3471",505,63,"2023-02-15","R3471","no"
"2022-04-15","3472",177,13,"2022-04-20","R3472","no"
"2021-10-09","3473",815,110,"2021-10-13","R3473","no"
"2022-07-21","3474",961,132,"2022-07-26","R3474","yes"
"2022-05-27","3475",332,36,"2022-06-01","R3475","no"
"2022-12-15","3476",322,35,"2022-12-21","R3476","no"
"2022-01-08","3477",245,23,"2022-01-13","R3477","no"
"2022-11-25","3478",731,97,"2022-11-30","R3478","no"
"2022-07-31","3479",340,37,"2022-08-05","R3479","no"
"2021-09-05","3480",866,118,"2021-09-09","R3480","no"
"2021-09-02","3481",166,11,"2021-09-06","R3481","no"
"2022-03-13","3482",421,50,"2022-03-18","R3482","no"
"2022-11-16","3483",842,114,"2022-11-22","R3483","no"
"2023-03-13","3484",468,57,"2023-03-19","R3484","no"
"2022-10-10","3485",269,27,"2022-10-15","R3485","no"
"2021-12-03","3486",418,49,"2021-12-08","R3486","no"
"2023-01-22","3487",673,88,"2023-01-28","R3487","no"
"2022-04-12","3488",805,108,"2022-04-17","R3488","no"
"2023-03-04","3489",673,88,"2023-03-10","R3489","no"
"2022-05-25","3490",922,126,"2022-05-30","R3490","yes"
"2022-12-31","3491",629,82,"2023-01-06","R3491","no"
"2023-01-23","3492",665,87,"2023-01-29","R3492","no"
"2022-04-18","3493",571,73,"2022-04-22","R3493","no"
"2022-05-14","3494",130,6,"2022-05-19","R3494","no"
"2022-08-11","3495",784,105,"2022-08-16","R3495","no"
"2022-01-14","3496",536,67,"2022-01-18","R3496","no"
"2022-04-30","3497",517,64,"2022-05-05","R3497","no"
"2022-12-14","3498",862,117,"2022-12-19","R3498","no"
"2022-05-22","3499",457,55,"2022-05-27","R3499","no"
"2022-09-20","3500",731,97,"2022-09-25","R3500","no"
"2022-06-09","3501",427,51,"2022-06-14","R3501","no"
"2021-08-03","3502",188,14,"2021-08-07","R3502","no"
"2023-01-04","3503",286,29,"2023-01-09","R3503","no"
"2022-07-17","3504",462,56,"2022-07-22","R3504","no"
"2023-01-27","3505",876,119,"2023-02-02","R3505","no"
"2023-02-13","3506",724,96,"2023-02-18","R3506","no"
"2022-10-07","3507",429,51,"2022-10-13","R3507","no"
"2021-10-14","3508",563,72,"2021-10-18","R3508","no"
"2022-01-22","3509",824,111,"2022-01-26","R3509","no"
"2022-11-03","3510",698,92,"2022-11-09","R3510","no"
"2021-12-14","3511",826,112,"2021-12-18","R3511","no"
"2021-08-06","3512",1000,138,"2021-08-10","R3512","yes"
"2022-09-02","3513",887,121,"2022-09-07","R3513","no"
"2022-01-07","3514",265,26,"2022-01-12","R3514","no"
"2023-01-06","3515",929,127,"2023-01-12","R3515","yes"
"2022-06-30","3516",282,29,"2022-07-05","R3516","no"
"2022-11-30","3517",153,9,"2022-12-06","R3517","no"
"2022-10-11","3518",731,97,"2022-10-16","R3518","no"
"2022-12-07","3519",595,76,"2022-12-13","R3519","no"
"2023-02-26","3520",574,73,"2023-03-04","R3520","no"
"2022-04-04","3521",908,124,"2022-04-09","R3521","no"
"2022-02-19","3522",691,91,"2022-02-24","R3522","no"
"2022-10-24","3523",358,40,"2022-10-29","R3523","no"
"2021-11-05","3524",470,57,"2021-11-09","R3524","no"
"2021-12-07","3525",643,84,"2021-12-11","R3525","no"
"2022-03-30","3526",705,93,"2022-04-04","R3526","no"
"2022-12-23","3527",468,57,"2022-12-29","R3527","no"
"2022-06-20","3528",954,131,"2022-06-25","R3528","yes"
"2022-06-19","3529",995,137,"2022-06-24","R3529","yes"
"2022-04-12","3530",662,87,"2022-04-17","R3530","no"
"2022-02-19","3531",495,61,"2022-02-23","R3531","no"
"2022-03-31","3532",418,49,"2022-04-04","R3532","no"
"2022-04-20","3533",851,115,"2022-04-24","R3533","no"
"2021-12-05","3534",539,68,"2021-12-09","R3534","no"
"2022-03-27","3535",324,35,"2022-04-01","R3535","no"
"2021-12-17","3536",873,119,"2021-12-21","R3536","no"
"2022-08-17","3537",662,87,"2022-08-22","R3537","no"
"2022-12-29","3538",438,52,"2023-01-03","R3538","no"
"2022-11-05","3539",835,113,"2022-11-10","R3539","no"
"2022-06-08","3540",639,83,"2022-06-13","R3540","no"
"2022-03-09","3541",198,16,"2022-03-14","R3541","no"
"2021-08-28","3542",818,110,"2021-09-01","R3542","no"
"2023-03-21","3543",309,33,"2023-03-27","R3543","no"
"2022-01-30","3544",497,61,"2022-02-04","R3544","no"
"2023-01-10","3545",777,104,"2023-01-15","R3545","no"
"2022-06-24","3546",771,103,"2022-06-29","R3546","no"
"2022-01-16","3547",399,47,"2022-01-21","R3547","no"
"2022-03-25","3548",804,108,"2022-03-29","R3548","no"
"2023-03-17","3549",310,33,"2023-03-23","R3549","no"
"2021-12-21","3550",852,115,"2021-12-25","R3550","no"
"2022-04-29","3551",432,52,"2022-05-04","R3551","no"
"2021-10-06","3552",812,109,"2021-10-10","R3552","no"
"2022-06-02","3553",609,78,"2022-06-07","R3553","no"
"2022-04-11","3554",489,60,"2022-04-16","R3554","no"
"2022-01-22","3555",509,63,"2022-01-26","R3555","no"
"2021-09-22","3556",716,95,"2021-09-26","R3556","no"
"2022-04-04","3557",803,108,"2022-04-09","R3557","no"
"2022-02-05","3558",418,49,"2022-02-09","R3558","no"
"2021-12-30","3559",232,21,"2022-01-03","R3559","no"
"2023-02-09","3560",256,25,"2023-02-15","R3560","no"
"2022-06-21","3561",354,40,"2022-06-26","R3561","no"
"2022-11-02","3562",532,67,"2022-11-08","R3562","no"
"2021-09-10","3563",467,57,"2021-09-14","R3563","no"
"2023-02-11","3564",428,51,"2023-02-17","R3564","no"
"2022-01-13","3565",831,112,"2022-01-18","R3565","no"
"2022-03-10","3566",445,54,"2022-03-15","R3566","no"
"2022-03-22","3567",433,52,"2022-03-27","R3567","no"
"2023-02-04","3568",119,4,"2023-02-10","R3568","no"
"2022-11-21","3569",776,104,"2022-11-26","R3569","no"
"2022-12-31","3570",841,114,"2023-01-05","R3570","no"
"2022-07-23","3571",790,106,"2022-07-28","R3571","no"
"2022-07-30","3572",367,42,"2022-08-05","R3572","no"
"2023-03-19","3573",868,118,"2023-03-25","R3573","no"
"2022-08-02","3574",859,116,"2022-08-07","R3574","no"
"2022-01-11","3575",681,89,"2022-01-15","R3575","no"
"2023-02-10","3576",774,104,"2023-02-15","R3576","no"
"2021-11-23","3577",852,115,"2021-11-27","R3577","no"
"2023-01-14","3578",105,2,"2023-01-20","R3578","no"
"2021-08-22","3579",989,136,"2021-08-26","R3579","yes"
"2022-08-18","3580",720,95,"2022-08-23","R3580","no"
"2022-07-08","3581",314,34,"2022-07-13","R3581","no"
"2022-03-12","3582",291,30,"2022-03-17","R3582","no"
"2023-02-23","3583",239,22,"2023-03-01","R3583","no"
"2022-07-15","3584",727,97,"2022-07-20","R3584","no"
"2021-08-17","3585",813,110,"2021-08-21","R3585","no"
"2022-01-19","3586",514,64,"2022-01-23","R3586","no"
"2021-10-20","3587",693,91,"2021-10-24","R3587","no"
"2023-01-15","3588",498,62,"2023-01-21","R3588","no"
"2022-06-28","3589",230,21,"2022-07-03","R3589","no"
"2022-02-06","3590",843,114,"2022-02-10","R3590","no"
"2022-06-19","3591",673,88,"2022-06-24","R3591","no"
"2022-09-17","3592",797,107,"2022-09-22","R3592","no"
"2022-10-05","3593",212,18,"2022-10-11","R3593","no"
"2022-01-06","3594",982,135,"2022-01-10","R3594","yes"
"2021-08-17","3595",553,70,"2021-08-21","R3595","no"
"2021-11-30","3596",487,60,"2021-12-04","R3596","no"
"2022-01-04","3597",951,131,"2022-01-09","R3597","yes"
"2021-09-10","3598",543,68,"2021-09-14","R3598","no"
"2021-10-27","3599",764,102,"2021-10-31","R3599","no"
"2022-07-07","3600",643,84,"2022-07-13","R3600","no"
"2022-03-03","3601",667,87,"2022-03-07","R3601","no"
"2022-09-19","3602",335,37,"2022-09-24","R3602","no"
"2021-10-09","3603",477,58,"2021-10-14","R3603","no"
"2023-02-24","3604",129,5,"2023-03-02","R3604","no"
"2021-08-18","3605",725,96,"2021-08-22","R3605","no"
"2022-07-27","3606",534,67,"2022-08-02","R3606","no"
"2022-12-06","3607",214,18,"2022-12-11","R3607","no"
"2021-11-21","3608",330,36,"2021-11-25","R3608","no"
"2022-06-28","3609",651,85,"2022-07-03","R3609","no"
"2021-12-10","3610",667,87,"2021-12-14","R3610","no"
"2022-08-04","3611",187,14,"2022-08-09","R3611","no"
"2022-08-04","3612",228,21,"2022-08-09","R3612","no"
"2023-01-30","3613",883,120,"2023-02-04","R3613","no"
"2023-02-14","3614",197,16,"2023-02-20","R3614","no"
"2022-01-09","3615",150,9,"2022-01-14","R3615","no"
"2022-05-02","3616",887,121,"2022-05-07","R3616","no"
"2023-01-23","3617",538,68,"2023-01-28","R3617","no"
"2022-04-13","3618",421,50,"2022-04-18","R3618","no"
"2022-07-24","3619",997,138,"2022-07-29","R3619","yes"
"2022-12-20","3620",150,9,"2022-12-26","R3620","no"
"2022-03-27","3621",740,98,"2022-04-01","R3621","no"
"2022-06-06","3622",476,58,"2022-06-11","R3622","no"
"2022-08-12","3623",339,37,"2022-08-17","R3623","no"
"2022-04-18","3624",788,106,"2022-04-23","R3624","no"
"2021-09-16","3625",320,34,"2021-09-20","R3625","no"
"2022-05-06","3626",256,25,"2022-05-11","R3626","no"
"2021-12-08","3627",747,99,"2021-12-13","R3627","no"
"2022-08-19","3628",958,132,"2022-08-24","R3628","yes"
"2021-12-18","3629",765,102,"2021-12-23","R3629","no"
"2022-04-24","3630",778,104,"2022-04-29","R3630","no"
"2022-07-31","3631",451,54,"2022-08-06","R3631","no"
"2022-12-10","3632",777,104,"2022-12-16","R3632","no"
"2022-10-29","3633",553,70,"2022-11-03","R3633","no"
"2021-10-17","3634",883,120,"2021-10-22","R3634","no"
"2021-11-02","3635",146,8,"2021-11-06","R3635","no"
"2022-11-15","3636",928,127,"2022-11-21","R3636","yes"
"2022-02-27","3637",400,47,"2022-03-03","R3637","no"
"2022-11-26","3638",259,25,"2022-12-01","R3638","no"
"2021-08-28","3639",359,40,"2021-09-02","R3639","no"
"2022-09-27","3640",910,124,"2022-10-02","R3640","no"
"2022-04-19","3641",208,17,"2022-04-24","R3641","no"
"2021-11-30","3642",195,16,"2021-12-05","R3642","no"
"2022-03-24","3643",315,34,"2022-03-29","R3643","no"
"2022-03-01","3644",704,93,"2022-03-05","R3644","no"
"2021-10-21","3645",488,60,"2021-10-25","R3645","no"
"2022-06-17","3646",104,2,"2022-06-22","R3646","no"
"2021-08-12","3647",941,129,"2021-08-16","R3647","yes"
"2022-09-30","3648",884,120,"2022-10-05","R3648","no"
"2022-05-02","3649",614,79,"2022-05-06","R3649","no"
"2021-09-30","3650",833,113,"2021-10-05","R3650","no"
"2022-02-05","3651",320,34,"2022-02-09","R3651","no"
"2022-01-14","3652",511,64,"2022-01-19","R3652","no"
"2023-01-24","3653",746,99,"2023-01-30","R3653","no"
"2022-07-06","3654",991,137,"2022-07-11","R3654","yes"
"2022-12-21","3655",838,113,"2022-12-27","R3655","no"
"2021-12-11","3656",577,74,"2021-12-16","R3656","no"
"2022-05-20","3657",645,84,"2022-05-25","R3657","no"
"2022-05-18","3658",841,114,"2022-05-23","R3658","no"
"2023-02-12","3659",147,8,"2023-02-18","R3659","no"
"2021-12-16","3660",824,111,"2021-12-21","R3660","no"
"2021-10-13","3661",914,125,"2021-10-18","R3661","yes"
"2022-08-23","3662",871,118,"2022-08-28","R3662","no"
"2022-07-13","3663",980,135,"2022-07-18","R3663","yes"
"2023-02-13","3664",623,81,"2023-02-19","R3664","no"
"2022-04-07","3665",866,118,"2022-04-12","R3665","no"
"2022-03-30","3666",622,81,"2022-04-04","R3666","no"
"2022-09-13","3667",360,41,"2022-09-19","R3667","no"
"2022-08-08","3668",166,11,"2022-08-13","R3668","no"
"2022-03-17","3669",937,128,"2022-03-21","R3669","yes"
"2022-09-12","3670",314,34,"2022-09-17","R3670","no"
"2021-08-29","3671",168,11,"2021-09-02","R3671","no"
"2022-05-08","3672",388,45,"2022-05-13","R3672","no"
"2021-10-30","3673",452,55,"2021-11-03","R3673","no"
"2022-06-28","3674",189,15,"2022-07-03","R3674","no"
"2022-09-12","3675",728,97,"2022-09-18","R3675","no"
"2021-11-08","3676",986,136,"2021-11-13","R3676","yes"
"2021-12-01","3677",274,27,"2021-12-05","R3677","no"
"2021-09-18","3678",315,34,"2021-09-23","R3678","no"
"2022-08-15","3679",305,32,"2022-08-21","R3679","no"
"2022-01-05","3680",828,112,"2022-01-09","R3680","no"
"2023-02-18","3681",542,68,"2023-02-24","R3681","no"
"2022-02-22","3682",567,72,"2022-02-26","R3682","no"
"2023-03-05","3683",330,36,"2023-03-11","R3683","no"
"2021-08-01","3684",623,81,"2021-08-05","R3684","no"
"2022-08-25","3685",247,23,"2022-08-30","R3685","no"
"2021-12-19","3686",227,20,"2021-12-24","R3686","no"
"2022-11-24","3687",481,59,"2022-11-30","R3687","no"
"2022-08-19","3688",142,7,"2022-08-24","R3688","no"
"2022-01-16","3689",987,136,"2022-01-21","R3689","yes"
"2022-07-19","3690",909,124,"2022-07-25","R3690","no"
"2022-07-01","3691",974,134,"2022-07-06","R3691","yes"
"2022-08-09","3692",381,44,"2022-08-15","R3692","no"
"2021-11-12","3693",966,133,"2021-11-16","R3693","yes"
"2021-08-21","3694",103,2,"2021-08-25","R3694","no"
"2021-11-13","3695",779,104,"2021-11-18","R3695","no"
"2021-08-20","3696",954,131,"2021-08-24","R3696","yes"
"2022-07-04","3697",122,4,"2022-07-10","R3697","no"
"2022-09-20","3698",213,18,"2022-09-26","R3698","no"
"2021-12-01","3699",666,87,"2021-12-06","R3699","no"
"2022-11-17","3700",255,25,"2022-11-23","R3700","no"
"2022-01-26","3701",792,106,"2022-01-31","R3701","no"
"2022-12-04","3702",248,24,"2022-12-10","R3702","no"
"2022-03-23","3703",850,115,"2022-03-28","R3703","no"
"2023-03-13","3704",278,28,"2023-03-19","R3704","no"
"2022-05-19","3705",240,22,"2022-05-24","R3705","no"
"2021-11-22","3706",156,9,"2021-11-26","R3706","no"
"2022-09-24","3707",145,8,"2022-09-29","R3707","no"
"2022-04-07","3708",189,15,"2022-04-12","R3708","no"
"2022-07-18","3709",225,20,"2022-07-23","R3709","no"
"2022-07-02","3710",897,122,"2022-07-08","R3710","no"
"2022-04-15","3711",162,11,"2022-04-20","R3711","no"
"2022-03-06","3712",363,41,"2022-03-11","R3712","no"
"2022-09-07","3713",976,134,"2022-09-12","R3713","yes"
"2023-01-29","3714",391,45,"2023-02-03","R3714","no"
"2021-10-25","3715",655,85,"2021-10-30","R3715","no"
"2022-12-11","3716",153,9,"2022-12-17","R3716","no"
"2022-03-19","3717",638,83,"2022-03-24","R3717","no"
"2022-01-19","3718",694,91,"2022-01-23","R3718","no"
"2022-04-09","3719",741,99,"2022-04-14","R3719","no"
"2022-05-13","3720",417,49,"2022-05-18","R3720","no"
"2022-12-03","3721",822,111,"2022-12-09","R3721","no"
"2022-09-14","3722",375,43,"2022-09-19","R3722","no"
"2021-11-14","3723",208,17,"2021-11-18","R3723","no"
"2021-09-23","3724",573,73,"2021-09-27","R3724","no"
"2022-10-25","3725",188,14,"2022-10-31","R3725","no"
"2022-08-07","3726",938,129,"2022-08-12","R3726","yes"
"2022-06-21","3727",844,114,"2022-06-26","R3727","no"
"2022-05-16","3728",544,69,"2022-05-21","R3728","no"
"2023-02-11","3729",217,19,"2023-02-17","R3729","no"
"2021-08-24","3730",403,47,"2021-08-28","R3730","no"
"2022-12-06","3731",294,31,"2022-12-12","R3731","no"
"2022-04-17","3732",349,39,"2022-04-21","R3732","no"
"2022-08-21","3733",256,25,"2022-08-26","R3733","no"
"2021-09-28","3734",294,31,"2021-10-02","R3734","no"
"2023-03-20","3735",641,83,"2023-03-26","R3735","no"
"2022-07-21","3736",868,118,"2022-07-26","R3736","no"
"2022-03-31","3737",804,108,"2022-04-05","R3737","no"
"2022-10-09","3738",189,14,"2022-10-15","R3738","no"
"2022-06-26","3739",103,1,"2022-07-02","R3739","no"
"2022-08-05","3740",743,99,"2022-08-10","R3740","no"
"2022-09-29","3741",935,128,"2022-10-05","R3741","yes"
"2022-08-16","3742",915,125,"2022-08-21","R3742","yes"
"2022-11-04","3743",692,91,"2022-11-09","R3743","no"
"2022-02-09","3744",608,78,"2022-02-13","R3744","no"
"2023-02-01","3745",133,6,"2023-02-07","R3745","no"
"2021-11-09","3746",706,93,"2021-11-13","R3746","no"
"2022-05-25","3747",582,74,"2022-05-30","R3747","no"
"2021-11-03","3748",230,21,"2021-11-07","R3748","no"
"2022-04-08","3749",245,23,"2022-04-13","R3749","no"
"2022-01-05","3750",311,33,"2022-01-10","R3750","no"
"2022-05-16","3751",342,38,"2022-05-21","R3751","no"
"2021-10-08","3752",335,37,"2021-10-12","R3752","no"
"2021-10-30","3753",256,25,"2021-11-04","R3753","no"
"2023-03-14","3754",883,120,"2023-03-20","R3754","no"
"2022-06-26","3755",360,41,"2022-07-01","R3755","no"
"2022-08-22","3756",735,98,"2022-08-28","R3756","no"
"2022-12-07","3757",331,36,"2022-12-13","R3757","no"
"2022-06-12","3758",254,24,"2022-06-17","R3758","no"
"2022-08-13","3759",674,88,"2022-08-19","R3759","no"
"2021-10-07","3760",924,126,"2021-10-11","R3760","yes"
"2022-03-02","3761",245,23,"2022-03-07","R3761","no"
"2022-07-10","3762",722,96,"2022-07-15","R3762","no"
"2022-07-10","3763",879,120,"2022-07-16","R3763","no"
"2022-10-30","3764",899,123,"2022-11-04","R3764","no"
"2022-03-19","3765",705,93,"2022-03-24","R3765","no"
"2022-01-15","3766",317,34,"2022-01-20","R3766","no"
"2021-12-24","3767",704,93,"2021-12-28","R3767","no"
"2022-12-04","3768",182,13,"2022-12-10","R3768","no"
"2022-06-27","3769",527,66,"2022-07-02","R3769","no"
"2021-11-01","3770",164,11,"2021-11-06","R3770","no"
"2022-06-01","3771",530,66,"2022-06-06","R3771","no"
"2022-04-16","3772",859,117,"2022-04-21","R3772","no"
"2022-02-04","3773",221,19,"2022-02-09","R3773","no"
"2021-10-21","3774",581,74,"2021-10-25","R3774","no"
"2023-01-17","3775",886,121,"2023-01-23","R3775","no"
"2023-02-19","3776",924,126,"2023-02-25","R3776","yes"
"2021-09-08","3777",324,35,"2021-09-12","R3777","no"
"2022-07-29","3778",349,39,"2022-08-03","R3778","no"
"2022-05-04","3779",102,1,"2022-05-09","R3779","no"
"2021-10-15","3780",923,126,"2021-10-20","R3780","yes"
"2022-03-14","3781",885,121,"2022-03-19","R3781","no"
"2021-08-03","3782",459,56,"2021-08-07","R3782","no"
"2022-10-11","3783",370,42,"2022-10-17","R3783","no"
"2022-08-23","3784",406,48,"2022-08-29","R3784","no"
"2023-01-08","3785",325,35,"2023-01-13","R3785","no"
"2022-04-28","3786",623,81,"2022-05-03","R3786","no"
"2022-02-09","3787",656,86,"2022-02-14","R3787","no"
"2022-05-06","3788",172,12,"2022-05-11","R3788","no"
"2023-01-17","3789",554,70,"2023-01-22","R3789","no"
"2022-11-21","3790",616,79,"2022-11-27","R3790","no"
"2022-07-22","3791",750,100,"2022-07-27","R3791","no"
"2023-01-06","3792",557,71,"2023-01-11","R3792","no"
"2022-01-18","3793",447,54,"2022-01-22","R3793","no"
"2021-09-11","3794",197,16,"2021-09-15","R3794","no"
"2021-11-20","3795",403,47,"2021-11-24","R3795","no"
"2022-06-16","3796",337,37,"2022-06-21","R3796","no"
"2022-10-15","3797",472,58,"2022-10-21","R3797","no"
"2023-01-13","3798",787,106,"2023-01-19","R3798","no"
"2022-12-26","3799",460,56,"2022-12-31","R3799","no"
"2022-06-08","3800",365,41,"2022-06-13","R3800","no"
"2021-08-16","3801",748,100,"2021-08-20","R3801","no"
"2022-11-25","3802",966,133,"2022-12-01","R3802","yes"
"2022-08-10","3803",956,131,"2022-08-15","R3803","yes"
"2022-05-12","3804",714,94,"2022-05-17","R3804","no"
"2023-03-01","3805",745,99,"2023-03-07","R3805","no"
"2022-03-14","3806",933,128,"2022-03-18","R3806","yes"
"2023-02-17","3807",231,21,"2023-02-23","R3807","no"
"2021-11-16","3808",405,47,"2021-11-20","R3808","no"
"2021-08-19","3809",311,33,"2021-08-23","R3809","no"
"2021-10-19","3810",125,5,"2021-10-24","R3810","no"
"2022-01-11","3811",263,26,"2022-01-16","R3811","no"
"2022-09-14","3812",729,97,"2022-09-20","R3812","no"
"2022-10-01","3813",256,25,"2022-10-06","R3813","no"
"2022-04-11","3814",769,103,"2022-04-16","R3814","no"
"2022-03-09","3815",614,79,"2022-03-14","R3815","no"
"2022-02-10","3816",212,18,"2022-02-15","R3816","no"
"2023-01-10","3817",804,108,"2023-01-16","R3817","no"
"2022-07-20","3818",161,10,"2022-07-25","R3818","no"
"2022-11-23","3819",157,10,"2022-11-28","R3819","no"
"2022-08-28","3820",863,117,"2022-09-03","R3820","no"
"2022-10-05","3821",664,87,"2022-10-10","R3821","no"
"2022-02-04","3822",159,10,"2022-02-08","R3822","no"
"2022-05-16","3823",718,95,"2022-05-21","R3823","no"
"2021-08-14","3824",946,130,"2021-08-18","R3824","yes"
"2021-11-26","3825",980,135,"2021-11-30","R3825","yes"
"2022-10-01","3826",101,1,"2022-10-07","R3826","no"
"2022-01-03","3827",876,119,"2022-01-08","R3827","no"
"2021-12-22","3828",982,135,"2021-12-27","R3828","yes"
"2022-11-08","3829",845,114,"2022-11-13","R3829","no"
"2022-03-15","3830",372,42,"2022-03-20","R3830","no"
"2022-05-11","3831",329,36,"2022-05-16","R3831","no"
"2021-12-31","3832",791,106,"2022-01-04","R3832","no"
"2022-11-22","3833",987,136,"2022-11-27","R3833","yes"
"2022-02-06","3834",536,67,"2022-02-11","R3834","no"
"2022-12-21","3835",134,6,"2022-12-27","R3835","no"
"2022-11-16","3836",765,102,"2022-11-21","R3836","no"
"2021-08-14","3837",773,103,"2021-08-18","R3837","no"
"2022-01-04","3838",134,6,"2022-01-08","R3838","no"
"2022-12-12","3839",617,80,"2022-12-18","R3839","no"
"2022-10-27","3840",493,61,"2022-11-02","R3840","no"
"2021-10-05","3841",494,61,"2021-10-09","R3841","no"
"2022-01-04","3842",264,26,"2022-01-08","R3842","no"
"2022-04-04","3843",156,10,"2022-04-09","R3843","no"
"2021-09-09","3844",797,107,"2021-09-13","R3844","no"
"2022-05-04","3845",744,99,"2022-05-09","R3845","no"
"2022-05-20","3846",428,51,"2022-05-25","R3846","no"
"2022-06-12","3847",626,81,"2022-06-17","R3847","no"
"2022-09-09","3848",631,82,"2022-09-14","R3848","no"
"2021-10-02","3849",945,130,"2021-10-07","R3849","yes"
"2021-08-31","3850",406,48,"2021-09-05","R3850","no"
"2022-11-03","3851",199,16,"2022-11-09","R3851","no"
"2022-07-25","3852",479,59,"2022-07-31","R3852","no"
"2023-01-01","3853",982,135,"2023-01-07","R3853","yes"
"2022-04-16","3854",709,94,"2022-04-21","R3854","no"
"2022-03-02","3855",516,64,"2022-03-07","R3855","no"
"2022-10-16","3856",362,41,"2022-10-21","R3856","no"
"2022-03-17","3857",911,124,"2022-03-22","R3857","yes"
"2022-02-19","3858",614,79,"2022-02-24","R3858","no"
"2022-06-03","3859",925,127,"2022-06-08","R3859","yes"
"2022-10-24","3860",773,104,"2022-10-30","R3860","no"
"2022-06-08","3861",592,76,"2022-06-13","R3861","no"
"2022-06-11","3862",962,132,"2022-06-16","R3862","yes"
"2021-10-07","3863",215,19,"2021-10-11","R3863","no"
"2023-02-28","3864",403,47,"2023-03-06","R3864","no"
"2022-02-27","3865",696,92,"2022-03-04","R3865","no"
"2022-07-15","3866",948,130,"2022-07-20","R3866","yes"
"2022-12-15","3867",398,46,"2022-12-20","R3867","no"
"2022-05-21","3868",289,30,"2022-05-26","R3868","no"
"2022-04-08","3869",455,55,"2022-04-13","R3869","no"
"2022-09-26","3870",806,109,"2022-10-02","R3870","no"
"2021-09-17","3871",365,41,"2021-09-21","R3871","no"
"2022-11-19","3872",625,81,"2022-11-24","R3872","no"
"2023-02-08","3873",213,18,"2023-02-14","R3873","no"
"2022-02-08","3874",798,107,"2022-02-12","R3874","no"
"2022-07-09","3875",425,51,"2022-07-14","R3875","no"
"2021-08-05","3876",371,42,"2021-08-09","R3876","no"
"2023-01-24","3877",462,56,"2023-01-30","R3877","no"
"2021-09-01","3878",614,79,"2021-09-05","R3878","no"
"2022-07-02","3879",106,2,"2022-07-07","R3879","no"
"2022-06-18","3880",882,120,"2022-06-23","R3880","no"
"2022-06-20","3881",443,53,"2022-06-26","R3881","no"
"2021-09-20","3882",797,107,"2021-09-25","R3882","no"
"2022-07-26","3883",757,101,"2022-07-31","R3883","no"
"2021-11-04","3884",942,129,"2021-11-09","R3884","yes"
"2022-02-02","3885",637,83,"2022-02-07","R3885","no"
"2022-04-22","3886",819,110,"2022-04-27","R3886","no"
"2022-02-08","3887",816,110,"2022-02-13","R3887","no"
"2022-05-10","3888",396,46,"2022-05-15","R3888","no"
"2021-11-24","3889",139,7,"2021-11-29","R3889","no"
"2022-08-12","3890",423,50,"2022-08-17","R3890","no"
"2022-09-21","3891",318,34,"2022-09-26","R3891","no"
"2021-12-17","3892",527,66,"2021-12-21","R3892","no"
"2022-02-16","3893",611,79,"2022-02-21","R3893","no"
"2023-03-17","3894",314,34,"2023-03-23","R3894","no"
"2022-06-27","3895",898,122,"2022-07-02","R3895","no"
"2023-02-25","3896",267,26,"2023-03-03","R3896","no"
"2022-01-10","3897",336,37,"2022-01-15","R3897","no"
"2021-08-05","3898",405,47,"2021-08-09","R3898","no"
"2021-09-03","3899",538,68,"2021-09-07","R3899","no"
"2022-07-23","3900",646,84,"2022-07-28","R3900","no"
"2022-06-17","3901",228,21,"2022-06-22","R3901","no"
"2022-04-10","3902",476,58,"2022-04-15","R3902","no"
"2022-09-16","3903",187,14,"2022-09-21","R3903","no"
"2022-11-17","3904",393,46,"2022-11-22","R3904","no"
"2022-09-25","3905",687,90,"2022-09-30","R3905","no"
"2022-03-07","3906",370,42,"2022-03-12","R3906","no"
"2022-11-26","3907",702,93,"2022-12-02","R3907","no"
"2021-09-28","3908",559,71,"2021-10-02","R3908","no"
"2021-09-22","3909",707,93,"2021-09-26","R3909","no"
"2023-03-06","3910",856,116,"2023-03-12","R3910","no"
"2022-07-29","3911",421,50,"2022-08-03","R3911","no"
"2022-03-25","3912",302,32,"2022-03-30","R3912","no"
"2022-09-28","3913",627,81,"2022-10-03","R3913","no"
"2022-01-30","3914",409,48,"2022-02-03","R3914","no"
"2021-10-16","3915",639,83,"2021-10-20","R3915","no"
"2022-01-07","3916",996,137,"2022-01-11","R3916","yes"
"2021-10-10","3917",582,74,"2021-10-14","R3917","no"
"2023-03-14","3918",735,98,"2023-03-20","R3918","no"
"2023-01-12","3919",989,136,"2023-01-18","R3919","yes"
"2021-09-26","3920",139,7,"2021-10-01","R3920","no"
"2022-06-08","3921",640,83,"2022-06-14","R3921","no"
"2022-01-20","3922",135,6,"2022-01-24","R3922","no"
"2022-08-10","3923",215,18,"2022-08-15","R3923","no"
"2023-01-04","3924",617,80,"2023-01-10","R3924","no"
