Shiipped_Date,Lot_ID,Shipping_ID,Subsequent_ID,Harvesting_ID,Location_to_Shipping_ID,Location_to_ID,is_contaminated
12/2/2022,478,SP478,TR478,H478,30,30,FALSE
8/6/2022,479,SP479,TR479,H479,37,37,FALSE
9/9/2021,480,SP480,TR480,H480,49,49,TRUE
9/6/2021,481,SP481,TR481,H481,3,3,FALSE
3/19/2022,482,SP482,TR482,H482,45,45,FALSE
11/24/2022,483,SP483,TR483,H483,31,31,FALSE
3/21/2023,484,SP484,TR484,H484,28,28,FALSE
10/16/2022,485,SP485,TR485,H485,1,1,FALSE
12/8/2021,486,SP486,TR486,H486,64,64,TRUE
1/30/2023,487,SP487,TR487,H487,6,6,FALSE
4/18/2022,488,SP488,TR488,H488,63,63,TRUE
3/12/2023,489,SP489,TR489,H489,40,40,FALSE
5/31/2022,490,SP490,TR490,H490,57,57,FALSE
1/8/2023,491,SP491,TR491,H491,57,57,FALSE
1/31/2023,492,SP492,TR492,H492,55,55,FALSE
4/23/2022,493,SP493,TR493,H493,55,55,TRUE
5/20/2022,494,SP494,TR494,H494,64,64,FALSE
8/18/2022,495,SP495,TR495,H495,43,43,FALSE
1/19/2022,496,SP496,TR496,H496,56,56,FALSE
5/6/2022,497,SP497,TR497,H497,33,33,FALSE
12/21/2022,498,SP498,TR498,H498,5,5,FALSE
5/28/2022,499,SP499,TR499,H499,52,52,FALSE
9/27/2022,500,SP500,TR500,H500,67,67,TRUE
6/15/2022,501,SP501,TR501,H501,6,6,FALSE
8/7/2021,502,SP502,TR502,H502,62,62,FALSE
1/11/2023,503,SP503,TR503,H503,55,55,FALSE
7/24/2022,504,SP504,TR504,H504,53,53,FALSE
2/4/2023,505,SP505,TR505,H505,46,46,FALSE
2/20/2023,506,SP506,TR506,H506,12,12,FALSE
10/14/2022,507,SP507,TR507,H507,69,69,FALSE
10/18/2021,508,SP508,TR508,H508,12,12,FALSE
1/27/2022,509,SP509,TR509,H509,6,6,FALSE
11/10/2022,510,SP510,TR510,H510,48,48,FALSE
12/19/2021,511,SP511,TR511,H511,17,17,FALSE
8/10/2021,512,SP512,TR512,H512,50,50,FALSE
9/8/2022,513,SP513,TR513,H513,10,10,FALSE
1/12/2022,514,SP514,TR514,H514,39,39,TRUE
1/14/2023,515,SP515,TR515,H515,34,34,FALSE
7/6/2022,516,SP516,TR516,H516,54,54,TRUE
12/7/2022,517,SP517,TR517,H517,23,23,FALSE
10/18/2022,518,SP518,TR518,H518,66,66,FALSE
12/14/2022,519,SP519,TR519,H519,61,61,FALSE
3/6/2023,520,SP520,TR520,H520,48,48,FALSE
4/10/2022,521,SP521,TR521,H521,66,66,FALSE
2/25/2022,522,SP522,TR522,H522,69,69,FALSE
10/31/2022,523,SP523,TR523,H523,3,3,FALSE
11/10/2021,524,SP524,TR524,H524,42,42,FALSE
12/11/2021,525,SP525,TR525,H525,63,63,FALSE
4/5/2022,526,SP526,TR526,H526,41,41,FALSE
12/30/2022,527,SP527,TR527,H527,36,36,FALSE
6/26/2022,528,SP528,TR528,H528,15,15,FALSE
6/25/2022,529,SP529,TR529,H529,22,22,FALSE
4/18/2022,530,SP530,TR530,H530,30,30,FALSE
2/24/2022,531,SP531,TR531,H531,63,63,FALSE
4/5/2022,532,SP532,TR532,H532,20,20,TRUE
4/25/2022,533,SP533,TR533,H533,24,24,FALSE
12/10/2021,534,SP534,TR534,H534,35,35,FALSE
4/2/2022,535,SP535,TR535,H535,2,2,FALSE
12/22/2021,536,SP536,TR536,H536,24,24,FALSE
8/23/2022,537,SP537,TR537,H537,54,54,FALSE
1/5/2023,538,SP538,TR538,H538,27,27,FALSE
11/12/2022,539,SP539,TR539,H539,25,25,FALSE
6/14/2022,540,SP540,TR540,H540,13,13,FALSE
3/14/2022,541,SP541,TR541,H541,18,18,FALSE
9/1/2021,542,SP542,TR542,H542,49,49,FALSE
3/29/2023,543,SP543,TR543,H543,25,25,FALSE
2/4/2022,544,SP544,TR544,H544,22,22,FALSE
1/17/2023,545,SP545,TR545,H545,50,50,FALSE
6/30/2022,546,SP546,TR546,H546,61,61,FALSE
1/22/2022,547,SP547,TR547,H547,66,66,FALSE
3/30/2022,548,SP548,TR548,H548,26,26,FALSE
3/25/2023,549,SP549,TR549,H549,9,9,FALSE
12/26/2021,550,SP550,TR550,H550,14,14,FALSE
5/5/2022,551,SP551,TR551,H551,27,27,TRUE
10/10/2021,552,SP552,TR552,H552,70,70,TRUE
6/8/2022,553,SP553,TR553,H553,44,44,FALSE
4/16/2022,554,SP554,TR554,H554,49,49,FALSE
1/27/2022,555,SP555,TR555,H555,15,15,FALSE
9/26/2021,556,SP556,TR556,H556,29,29,FALSE
4/10/2022,557,SP557,TR557,H557,4,4,TRUE
2/10/2022,558,SP558,TR558,H558,20,20,TRUE
1/4/2022,559,SP559,TR559,H559,14,14,FALSE
2/16/2023,560,SP560,TR560,H560,50,50,FALSE
6/28/2022,561,SP561,TR561,H561,12,12,FALSE
11/9/2022,562,SP562,TR562,H562,36,36,FALSE
9/14/2021,563,SP563,TR563,H563,3,3,TRUE
2/19/2023,564,SP564,TR564,H564,25,25,FALSE
1/18/2022,565,SP565,TR565,H565,4,4,TRUE
3/16/2022,566,SP566,TR566,H566,25,25,FALSE
3/28/2022,567,SP567,TR567,H567,24,24,FALSE
2/12/2023,568,SP568,TR568,H568,5,5,FALSE
11/28/2022,569,SP569,TR569,H569,45,45,FALSE
1/7/2023,570,SP570,TR570,H570,20,20,FALSE
7/30/2022,571,SP571,TR571,H571,59,59,FALSE
8/6/2022,572,SP572,TR572,H572,2,2,FALSE
3/27/2023,573,SP573,TR573,H573,23,23,FALSE
8/8/2022,574,SP574,TR574,H574,10,10,FALSE
1/16/2022,575,SP575,TR575,H575,20,20,FALSE
2/17/2023,576,SP576,TR576,H576,62,62,TRUE
11/28/2021,577,SP577,TR577,H577,45,45,FALSE
1/22/2023,578,SP578,TR578,H578,57,57,FALSE
8/26/2021,579,SP579,TR579,H579,18,18,FALSE
8/24/2022,580,SP580,TR580,H580,22,22,FALSE
7/14/2022,581,SP581,TR581,H581,59,59,FALSE
3/17/2022,582,SP582,TR582,H582,5,5,FALSE
3/3/2023,583,SP583,TR583,H583,63,63,FALSE
7/21/2022,584,SP584,TR584,H584,32,32,FALSE
8/21/2021,585,SP585,TR585,H585,56,56,TRUE
1/24/2022,586,SP586,TR586,H586,36,36,FALSE
10/25/2021,587,SP587,TR587,H587,10,10,FALSE
1/23/2023,588,SP588,TR588,H588,36,36,FALSE
7/4/2022,589,SP589,TR589,H589,47,47,FALSE
2/11/2022,590,SP590,TR590,H590,9,9,TRUE
6/25/2022,591,SP591,TR591,H591,67,67,TRUE
9/23/2022,592,SP592,TR592,H592,36,36,FALSE
10/12/2022,593,SP593,TR593,H593,8,8,FALSE
1/11/2022,594,SP594,TR594,H594,34,34,FALSE
8/21/2021,595,SP595,TR595,H595,69,69,FALSE
12/4/2021,596,SP596,TR596,H596,28,28,TRUE
1/9/2022,597,SP597,TR597,H597,16,16,FALSE
9/15/2021,598,SP598,TR598,H598,40,40,FALSE
10/31/2021,599,SP599,TR599,H599,43,43,FALSE
7/14/2022,600,SP600,TR600,H600,52,52,FALSE
3/8/2022,601,SP601,TR601,H601,9,9,FALSE
9/25/2022,602,SP602,TR602,H602,59,59,TRUE
10/14/2021,603,SP603,TR603,H603,5,5,FALSE
3/3/2023,604,SP604,TR604,H604,64,64,FALSE
8/22/2021,605,SP605,TR605,H605,29,29,FALSE
8/3/2022,606,SP606,TR606,H606,7,7,FALSE
12/13/2022,607,SP607,TR607,H607,47,47,FALSE
11/25/2021,608,SP608,TR608,H608,59,59,FALSE
7/4/2022,609,SP609,TR609,H609,61,61,FALSE
12/14/2021,610,SP610,TR610,H610,49,49,FALSE
8/11/2022,611,SP611,TR611,H611,61,61,FALSE
8/10/2022,612,SP612,TR612,H612,45,45,TRUE
2/6/2023,613,SP613,TR613,H613,14,14,FALSE
2/22/2023,614,SP614,TR614,H614,33,33,FALSE
1/14/2022,615,SP615,TR615,H615,6,6,FALSE
5/8/2022,616,SP616,TR616,H616,21,21,FALSE
1/30/2023,617,SP617,TR617,H617,43,43,FALSE
4/18/2022,618,SP618,TR618,H618,9,9,FALSE
7/30/2022,619,SP619,TR619,H619,47,47,FALSE
12/28/2022,620,SP620,TR620,H620,15,15,FALSE
4/2/2022,621,SP621,TR621,H621,1,1,FALSE
6/12/2022,622,SP622,TR622,H622,62,62,FALSE
8/19/2022,623,SP623,TR623,H623,53,53,FALSE
4/24/2022,624,SP624,TR624,H624,25,25,FALSE
9/21/2021,625,SP625,TR625,H625,40,40,FALSE
5/12/2022,626,SP626,TR626,H626,15,15,FALSE
12/13/2021,627,SP627,TR627,H627,28,28,FALSE
8/25/2022,628,SP628,TR628,H628,46,46,FALSE
12/23/2021,629,SP629,TR629,H629,12,12,FALSE
4/30/2022,630,SP630,TR630,H630,11,11,TRUE
8/7/2022,631,SP631,TR631,H631,61,61,FALSE
12/18/2022,632,SP632,TR632,H632,4,4,FALSE
11/5/2022,633,SP633,TR633,H633,14,14,FALSE
10/22/2021,634,SP634,TR634,H634,64,64,FALSE
11/6/2021,635,SP635,TR635,H635,64,64,FALSE
11/22/2022,636,SP636,TR636,H636,70,70,FALSE
3/4/2022,637,SP637,TR637,H637,18,18,FALSE
12/3/2022,638,SP638,TR638,H638,59,59,FALSE
9/2/2021,639,SP639,TR639,H639,4,4,FALSE
10/4/2022,640,SP640,TR640,H640,11,11,FALSE
4/24/2022,641,SP641,TR641,H641,54,54,FALSE
12/5/2021,642,SP642,TR642,H642,32,32,TRUE
3/30/2022,643,SP643,TR643,H643,46,46,FALSE
3/6/2022,644,SP644,TR644,H644,61,61,FALSE
10/25/2021,645,SP645,TR645,H645,61,61,FALSE
6/23/2022,646,SP646,TR646,H646,67,67,FALSE
8/16/2021,647,SP647,TR647,H647,18,18,FALSE
10/7/2022,648,SP648,TR648,H648,20,20,FALSE
5/7/2022,649,SP649,TR649,H649,25,25,FALSE
10/5/2021,650,SP650,TR650,H650,11,11,FALSE
2/10/2022,651,SP651,TR651,H651,67,67,FALSE
1/19/2022,652,SP652,TR652,H652,59,59,FALSE
1/31/2023,653,SP653,TR653,H653,43,43,TRUE
7/12/2022,654,SP654,TR654,H654,28,28,FALSE
12/28/2022,655,SP655,TR655,H655,22,22,FALSE
12/16/2021,656,SP656,TR656,H656,55,55,FALSE
5/26/2022,657,SP657,TR657,H657,18,18,FALSE
5/24/2022,658,SP658,TR658,H658,26,26,TRUE
2/19/2023,659,SP659,TR659,H659,53,53,TRUE
12/21/2021,660,SP660,TR660,H660,47,47,TRUE
10/18/2021,661,SP661,TR661,H661,55,55,FALSE
8/30/2022,662,SP662,TR662,H662,52,52,TRUE
7/19/2022,663,SP663,TR663,H663,12,12,FALSE
2/21/2023,664,SP664,TR664,H664,3,3,TRUE
4/13/2022,665,SP665,TR665,H665,55,55,FALSE
4/4/2022,666,SP666,TR666,H666,46,46,FALSE
9/20/2022,667,SP667,TR667,H667,27,27,TRUE
8/14/2022,668,SP668,TR668,H668,59,59,FALSE
3/22/2022,669,SP669,TR669,H669,30,30,FALSE
9/18/2022,670,SP670,TR670,H670,69,69,FALSE
9/2/2021,671,SP671,TR671,H671,31,31,FALSE
5/14/2022,672,SP672,TR672,H672,69,69,FALSE
11/3/2021,673,SP673,TR673,H673,51,51,FALSE
7/4/2022,674,SP674,TR674,H674,23,23,FALSE
9/19/2022,675,SP675,TR675,H675,37,37,FALSE
11/13/2021,676,SP676,TR676,H676,68,68,FALSE
12/5/2021,677,SP677,TR677,H677,44,44,FALSE
9/23/2021,678,SP678,TR678,H678,4,4,FALSE
8/22/2022,679,SP679,TR679,H679,2,2,FALSE
1/10/2022,680,SP680,TR680,H680,45,45,FALSE
2/25/2023,681,SP681,TR681,H681,57,57,FALSE
2/27/2022,682,SP682,TR682,H682,10,10,FALSE
3/13/2023,683,SP683,TR683,H683,59,59,FALSE
8/5/2021,684,SP684,TR684,H684,65,65,FALSE
9/1/2022,685,SP685,TR685,H685,15,15,FALSE
12/24/2021,686,SP686,TR686,H686,21,21,FALSE
12/1/2022,687,SP687,TR687,H687,35,35,TRUE
8/25/2022,688,SP688,TR688,H688,34,34,FALSE
1/21/2022,689,SP689,TR689,H689,27,27,TRUE
7/26/2022,690,SP690,TR690,H690,52,52,TRUE
7/7/2022,691,SP691,TR691,H691,48,48,FALSE
8/16/2022,692,SP692,TR692,H692,60,60,FALSE
11/17/2021,693,SP693,TR693,H693,16,16,FALSE
8/25/2021,694,SP694,TR694,H694,45,45,FALSE
11/18/2021,695,SP695,TR695,H695,58,58,FALSE
8/24/2021,696,SP696,TR696,H696,54,54,FALSE
7/11/2022,697,SP697,TR697,H697,51,51,FALSE
9/27/2022,698,SP698,TR698,H698,5,5,FALSE
12/6/2021,699,SP699,TR699,H699,45,45,FALSE
11/24/2022,700,SP700,TR700,H700,24,24,FALSE
1/31/2022,701,SP701,TR701,H701,55,55,FALSE
12/12/2022,702,SP702,TR702,H702,48,48,FALSE
3/29/2022,703,SP703,TR703,H703,34,34,FALSE
3/21/2023,704,SP704,TR704,H704,62,62,FALSE
5/25/2022,705,SP705,TR705,H705,62,62,FALSE
11/26/2021,706,SP706,TR706,H706,57,57,FALSE
10/1/2022,707,SP707,TR707,H707,29,29,FALSE
4/13/2022,708,SP708,TR708,H708,36,36,FALSE
7/24/2022,709,SP709,TR709,H709,32,32,FALSE
7/9/2022,710,SP710,TR710,H710,60,60,FALSE
4/21/2022,711,SP711,TR711,H711,5,5,FALSE
3/12/2022,712,SP712,TR712,H712,40,40,FALSE
9/13/2022,713,SP713,TR713,H713,67,67,FALSE
2/5/2023,714,SP714,TR714,H714,59,59,FALSE
10/30/2021,715,SP715,TR715,H715,49,49,FALSE
12/19/2022,716,SP716,TR716,H716,54,54,FALSE
3/25/2022,717,SP717,TR717,H717,48,48,FALSE
1/24/2022,718,SP718,TR718,H718,65,65,TRUE
4/15/2022,719,SP719,TR719,H719,1,1,TRUE
5/19/2022,720,SP720,TR720,H720,59,59,FALSE
12/10/2022,721,SP721,TR721,H721,10,10,TRUE
9/20/2022,722,SP722,TR722,H722,61,61,FALSE
11/19/2021,723,SP723,TR723,H723,30,30,FALSE
9/28/2021,724,SP724,TR724,H724,21,21,FALSE
11/1/2022,725,SP725,TR725,H725,47,47,FALSE
8/14/2022,726,SP726,TR726,H726,4,4,FALSE
6/27/2022,727,SP727,TR727,H727,63,63,FALSE
5/22/2022,728,SP728,TR728,H728,27,27,FALSE
2/19/2023,729,SP729,TR729,H729,8,8,FALSE
8/28/2021,730,SP730,TR730,H730,2,2,FALSE
12/13/2022,731,SP731,TR731,H731,32,32,FALSE
4/22/2022,732,SP732,TR732,H732,58,58,FALSE
8/27/2022,733,SP733,TR733,H733,11,11,FALSE
10/2/2021,734,SP734,TR734,H734,18,18,TRUE
3/28/2023,735,SP735,TR735,H735,44,44,FALSE
7/27/2022,736,SP736,TR736,H736,65,65,FALSE
4/6/2022,737,SP737,TR737,H737,27,27,FALSE
10/16/2022,738,SP738,TR738,H738,66,66,FALSE
7/3/2022,739,SP739,TR739,H739,26,26,FALSE
8/11/2022,740,SP740,TR740,H740,8,8,FALSE
10/6/2022,741,SP741,TR741,H741,6,6,FALSE
8/22/2022,742,SP742,TR742,H742,2,2,TRUE
11/11/2022,743,SP743,TR743,H743,15,15,FALSE
2/14/2022,744,SP744,TR744,H744,43,43,FALSE
2/9/2023,745,SP745,TR745,H745,57,57,FALSE
11/13/2021,746,SP746,TR746,H746,53,53,FALSE
5/31/2022,747,SP747,TR747,H747,21,21,TRUE
11/8/2021,748,SP748,TR748,H748,6,6,FALSE
4/14/2022,749,SP749,TR749,H749,34,34,FALSE
1/10/2022,750,SP750,TR750,H750,37,37,FALSE
5/22/2022,751,SP751,TR751,H751,13,13,FALSE
10/13/2021,752,SP752,TR752,H752,70,70,FALSE
11/4/2021,753,SP753,TR753,H753,25,25,FALSE
3/22/2023,754,SP754,TR754,H754,61,61,FALSE
7/2/2022,755,SP755,TR755,H755,50,50,FALSE
8/29/2022,756,SP756,TR756,H756,55,55,FALSE
12/15/2022,757,SP757,TR757,H757,40,40,TRUE
6/18/2022,758,SP758,TR758,H758,38,38,FALSE
8/20/2022,759,SP759,TR759,H759,58,58,FALSE
10/11/2021,760,SP760,TR760,H760,10,10,FALSE
3/8/2022,761,SP761,TR761,H761,47,47,FALSE
7/16/2022,762,SP762,TR762,H762,25,25,TRUE
7/17/2022,763,SP763,TR763,H763,50,50,TRUE
11/6/2022,764,SP764,TR764,H764,29,29,TRUE
3/25/2022,765,SP765,TR765,H765,10,10,FALSE
1/20/2022,766,SP766,TR766,H766,66,66,TRUE
12/29/2021,767,SP767,TR767,H767,46,46,FALSE
12/11/2022,768,SP768,TR768,H768,20,20,FALSE
7/4/2022,769,SP769,TR769,H769,37,37,FALSE
11/6/2021,770,SP770,TR770,H770,48,48,FALSE
6/7/2022,771,SP771,TR771,H771,2,2,FALSE
4/22/2022,772,SP772,TR772,H772,2,2,FALSE
2/10/2022,773,SP773,TR773,H773,49,49,TRUE
10/25/2021,774,SP774,TR774,H774,52,52,TRUE
1/25/2023,775,SP775,TR775,H775,52,52,FALSE
2/27/2023,776,SP776,TR776,H776,47,47,FALSE
9/12/2021,777,SP777,TR777,H777,44,44,FALSE
8/4/2022,778,SP778,TR778,H778,65,65,FALSE
5/10/2022,779,SP779,TR779,H779,7,7,FALSE
10/20/2021,780,SP780,TR780,H780,70,70,FALSE
3/20/2022,781,SP781,TR781,H781,2,2,FALSE
8/7/2021,782,SP782,TR782,H782,47,47,FALSE
10/18/2022,783,SP783,TR783,H783,11,11,FALSE
8/30/2022,784,SP784,TR784,H784,58,58,FALSE
1/15/2023,785,SP785,TR785,H785,35,35,FALSE
5/4/2022,786,SP786,TR786,H786,35,35,TRUE
2/15/2022,787,SP787,TR787,H787,51,51,FALSE
5/12/2022,788,SP788,TR788,H788,7,7,FALSE
1/24/2023,789,SP789,TR789,H789,64,64,FALSE
11/28/2022,790,SP790,TR790,H790,56,56,FALSE
7/28/2022,791,SP791,TR791,H791,28,28,TRUE
1/13/2023,792,SP792,TR792,H792,69,69,FALSE
1/23/2022,793,SP793,TR793,H793,51,51,TRUE
9/15/2021,794,SP794,TR794,H794,20,20,FALSE
11/25/2021,795,SP795,TR795,H795,20,20,FALSE
6/22/2022,796,SP796,TR796,H796,41,41,FALSE
10/22/2022,797,SP797,TR797,H797,33,33,FALSE
1/20/2023,798,SP798,TR798,H798,6,6,TRUE
1/2/2023,799,SP799,TR799,H799,29,29,TRUE
6/14/2022,800,SP800,TR800,H800,62,62,FALSE
8/20/2021,801,SP801,TR801,H801,34,34,FALSE
12/3/2022,802,SP802,TR802,H802,47,47,FALSE
8/16/2022,803,SP803,TR803,H803,15,15,FALSE
5/18/2022,804,SP804,TR804,H804,13,13,FALSE
3/9/2023,805,SP805,TR805,H805,70,70,FALSE
3/19/2022,806,SP806,TR806,H806,18,18,FALSE
2/25/2023,807,SP807,TR807,H807,68,68,FALSE
11/21/2021,808,SP808,TR808,H808,66,66,FALSE
8/23/2021,809,SP809,TR809,H809,17,17,FALSE
10/24/2021,810,SP810,TR810,H810,63,63,FALSE
1/16/2022,811,SP811,TR811,H811,47,47,FALSE
9/21/2022,812,SP812,TR812,H812,25,25,FALSE
10/8/2022,813,SP813,TR813,H813,42,42,FALSE
4/17/2022,814,SP814,TR814,H814,66,66,FALSE
3/15/2022,815,SP815,TR815,H815,19,19,FALSE
2/16/2022,816,SP816,TR816,H816,30,30,FALSE
1/18/2023,817,SP817,TR817,H817,62,62,FALSE
7/27/2022,818,SP818,TR818,H818,37,37,TRUE
11/30/2022,819,SP819,TR819,H819,32,32,FALSE
9/4/2022,820,SP820,TR820,H820,38,38,FALSE
10/12/2022,821,SP821,TR821,H821,60,60,FALSE
2/9/2022,822,SP822,TR822,H822,49,49,FALSE
5/22/2022,823,SP823,TR823,H823,62,62,FALSE
8/19/2021,824,SP824,TR824,H824,19,19,FALSE
12/1/2021,825,SP825,TR825,H825,5,5,FALSE
10/8/2022,826,SP826,TR826,H826,4,4,FALSE
1/8/2022,827,SP827,TR827,H827,12,12,FALSE
12/27/2021,828,SP828,TR828,H828,9,9,FALSE
11/15/2022,829,SP829,TR829,H829,20,20,FALSE
3/21/2022,830,SP830,TR830,H830,17,17,FALSE
5/17/2022,831,SP831,TR831,H831,59,59,FALSE
1/5/2022,832,SP832,TR832,H832,44,44,FALSE
11/29/2022,833,SP833,TR833,H833,6,6,TRUE
2/11/2022,834,SP834,TR834,H834,15,15,FALSE
12/29/2022,835,SP835,TR835,H835,64,64,FALSE
11/23/2022,836,SP836,TR836,H836,18,18,FALSE
8/18/2021,837,SP837,TR837,H837,27,27,FALSE
1/9/2022,838,SP838,TR838,H838,22,22,FALSE
12/19/2022,839,SP839,TR839,H839,6,6,FALSE
11/3/2022,840,SP840,TR840,H840,23,23,FALSE
10/9/2021,841,SP841,TR841,H841,49,49,FALSE
1/9/2022,842,SP842,TR842,H842,7,7,FALSE
4/9/2022,843,SP843,TR843,H843,37,37,FALSE
9/13/2021,844,SP844,TR844,H844,9,9,FALSE
5/10/2022,845,SP845,TR845,H845,30,30,FALSE
5/26/2022,846,SP846,TR846,H846,61,61,FALSE
6/18/2022,847,SP847,TR847,H847,45,45,FALSE
9/15/2022,848,SP848,TR848,H848,48,48,FALSE
10/7/2021,849,SP849,TR849,H849,9,9,FALSE
9/5/2021,850,SP850,TR850,H850,21,21,FALSE
11/10/2022,851,SP851,TR851,H851,10,10,FALSE
8/1/2022,852,SP852,TR852,H852,55,55,TRUE
1/8/2023,853,SP853,TR853,H853,46,46,FALSE
4/21/2022,854,SP854,TR854,H854,32,32,TRUE
3/7/2022,855,SP855,TR855,H855,43,43,FALSE
10/22/2022,856,SP856,TR856,H856,38,38,FALSE
3/22/2022,857,SP857,TR857,H857,21,21,FALSE
2/24/2022,858,SP858,TR858,H858,59,59,TRUE
6/9/2022,859,SP859,TR859,H859,56,56,TRUE
10/31/2022,860,SP860,TR860,H860,8,8,FALSE
6/14/2022,861,SP861,TR861,H861,64,64,FALSE
6/17/2022,862,SP862,TR862,H862,66,66,FALSE
10/12/2021,863,SP863,TR863,H863,18,18,FALSE
3/8/2023,864,SP864,TR864,H864,29,29,TRUE
3/4/2022,865,SP865,TR865,H865,59,59,FALSE
7/22/2022,866,SP866,TR866,H866,30,30,FALSE
12/22/2022,867,SP867,TR867,H867,27,27,FALSE
5/27/2022,868,SP868,TR868,H868,10,10,FALSE
4/14/2022,869,SP869,TR869,H869,29,29,FALSE
10/3/2022,870,SP870,TR870,H870,15,15,FALSE
9/21/2021,871,SP871,TR871,H871,9,9,FALSE
11/26/2022,872,SP872,TR872,H872,64,64,FALSE
2/16/2023,873,SP873,TR873,H873,20,20,FALSE
2/13/2022,874,SP874,TR874,H874,17,17,FALSE
7/15/2022,875,SP875,TR875,H875,66,66,FALSE
8/10/2021,876,SP876,TR876,H876,8,8,FALSE
2/1/2023,877,SP877,TR877,H877,64,64,FALSE
9/5/2021,878,SP878,TR878,H878,10,10,FALSE
7/8/2022,879,SP879,TR879,H879,8,8,FALSE
6/24/2022,880,SP880,TR880,H880,15,15,FALSE
6/27/2022,881,SP881,TR881,H881,55,55,FALSE
9/25/2021,882,SP882,TR882,H882,43,43,FALSE
8/1/2022,883,SP883,TR883,H883,10,10,TRUE
11/9/2021,884,SP884,TR884,H884,60,60,FALSE
2/7/2022,885,SP885,TR885,H885,47,47,FALSE
4/28/2022,886,SP886,TR886,H886,11,11,FALSE
2/13/2022,887,SP887,TR887,H887,35,35,FALSE
5/16/2022,888,SP888,TR888,H888,67,67,FALSE
11/29/2021,889,SP889,TR889,H889,21,21,FALSE
8/18/2022,890,SP890,TR890,H890,65,65,FALSE
9/28/2022,891,SP891,TR891,H891,45,45,FALSE
12/22/2021,892,SP892,TR892,H892,25,25,FALSE
2/22/2022,893,SP893,TR893,H893,53,53,TRUE
3/25/2023,894,SP894,TR894,H894,29,29,TRUE
7/3/2022,895,SP895,TR895,H895,53,53,TRUE
3/5/2023,896,SP896,TR896,H896,58,58,TRUE
1/16/2022,897,SP897,TR897,H897,32,32,FALSE
8/9/2021,898,SP898,TR898,H898,55,55,FALSE
9/7/2021,899,SP899,TR899,H899,42,42,FALSE
7/29/2022,900,SP900,TR900,H900,41,41,FALSE
6/23/2022,901,SP901,TR901,H901,43,43,TRUE
4/16/2022,902,SP902,TR902,H902,57,57,FALSE
9/23/2022,903,SP903,TR903,H903,30,30,FALSE
11/24/2022,904,SP904,TR904,H904,66,66,FALSE
10/1/2022,905,SP905,TR905,H905,35,35,TRUE
3/13/2022,906,SP906,TR906,H906,18,18,FALSE
12/4/2022,907,SP907,TR907,H907,21,21,FALSE
10/3/2021,908,SP908,TR908,H908,2,2,FALSE
9/26/2021,909,SP909,TR909,H909,16,16,FALSE
3/14/2023,910,SP910,TR910,H910,67,67,FALSE
8/5/2022,911,SP911,TR911,H911,21,21,FALSE
3/31/2022,912,SP912,TR912,H912,35,35,FALSE
10/4/2022,913,SP913,TR913,H913,33,33,FALSE
2/4/2022,914,SP914,TR914,H914,56,56,TRUE
10/20/2021,915,SP915,TR915,H915,67,67,FALSE
1/12/2022,916,SP916,TR916,H916,34,34,FALSE
10/14/2021,917,SP917,TR917,H917,56,56,FALSE
3/22/2023,918,SP918,TR918,H918,37,37,FALSE
1/19/2023,919,SP919,TR919,H919,10,10,FALSE
10/1/2021,920,SP920,TR920,H920,39,39,FALSE
6/15/2022,921,SP921,TR921,H921,6,6,FALSE
1/25/2022,922,SP922,TR922,H922,7,7,FALSE
8/17/2022,923,SP923,TR923,H923,7,7,FALSE
1/12/2023,924,SP924,TR924,H924,1,1,FALSE
9/12/2022,925,SP925,TR925,H925,30,30,FALSE
2/4/2023,926,SP926,TR926,H926,39,39,FALSE
12/3/2021,927,SP927,TR927,H927,10,10,FALSE
12/8/2022,928,SP928,TR928,H928,59,59,FALSE
3/5/2022,929,SP929,TR929,H929,11,11,FALSE
7/13/2022,930,SP930,TR930,H930,55,55,FALSE
12/16/2022,931,SP931,TR931,H931,60,60,FALSE
10/21/2022,932,SP932,TR932,H932,11,11,FALSE
9/7/2021,933,SP933,TR933,H933,32,32,TRUE
3/1/2022,934,SP934,TR934,H934,66,66,TRUE
11/26/2022,935,SP935,TR935,H935,7,7,TRUE
10/23/2022,936,SP936,TR936,H936,53,53,FALSE
10/12/2021,937,SP937,TR937,H937,37,37,FALSE
5/13/2022,938,SP938,TR938,H938,13,13,FALSE
6/25/2022,939,SP939,TR939,H939,33,33,TRUE
6/17/2022,940,SP940,TR940,H940,45,45,FALSE
7/20/2022,941,SP941,TR941,H941,4,4,FALSE
8/11/2021,942,SP942,TR942,H942,61,61,FALSE
2/22/2023,943,SP943,TR943,H943,5,5,FALSE
7/20/2022,944,SP944,TR944,H944,16,16,FALSE
10/9/2022,945,SP945,TR945,H945,60,60,TRUE
1/28/2023,946,SP946,TR946,H946,3,3,FALSE
11/2/2022,947,SP947,TR947,H947,33,33,FALSE
12/24/2021,948,SP948,TR948,H948,39,39,FALSE
8/25/2022,949,SP949,TR949,H949,9,9,FALSE
1/29/2023,950,SP950,TR950,H950,64,64,FALSE
12/12/2021,951,SP951,TR951,H951,60,60,FALSE
11/15/2021,952,SP952,TR952,H952,6,6,TRUE
10/4/2021,953,SP953,TR953,H953,50,50,FALSE
9/22/2021,954,SP954,TR954,H954,16,16,FALSE
1/22/2023,955,SP955,TR955,H955,35,35,TRUE
9/1/2022,956,SP956,TR956,H956,26,26,FALSE
9/4/2022,957,SP957,TR957,H957,16,16,TRUE
